Title	Artist	Date	Subject	Description	Notes	Edition	Type	Original Format	Original Size	Digital Format	Repository	Repository Collection Guide	Restrictions	Cite As	Contact Info	Frame Size	Accession Number	Language	Object File Name	Item URL	Collection URL	Image Resolution (Archival)	Image Bit-Depth (Archival)	Color Mode (Archival)	Extent (Archival)	Image Manipulation (Archival)	File Size (Archival)	Hardware/Software (Archival)	Cataloger	Cataloged Date	Digitized By	Publisher	Digitized Date	Credit Line	Contributors	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	Full resolution	CONTENTdm file path
Gigolo	Durieux, Caroline, 1896-1989	1977	Women; Men; Skeletons; Hugging	Two figures are shown waist length dancing. The female figure who faces the viewer is a large corpulent woman with shoulder length curly hair and much makeup. The woman wears a fairly low cut dress  which is decorated with polka dots  and has a broad choker necklace about her neck and coming down her cleavage. She has been toned  with a reddish watercolor to give a flesh-like look. She grasps her partner with ample arms and large hands with dark fingernail polish. The male figure, whose back is to the viewer, is actually a skeleton which has straight hair. These two figures are situated against a background of grey, amorphous forms which the artist has shaded slightly with red.		8 of 10	Image	Watercolored electron	H:14-1/2 x 17-3/8 in.	jpeg 2000	Louisiana State University Museum of Art (http://appl003.lsu.edu/museum/moa.nsf/index/)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/d3827.html	Physical rights are retained by the Louisiana State University Museum of Art.  Copyright is retained in accordance with U S copyright laws.	Caroline Wogan Durieux Collection at the LSU Museum of Art, LOUISiana Digital Library, Baton Rouge, La.	E-mail fhuber@lsu.edu with questions or comments		77.22.17		cd000017	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_CWD.php?CISOROOT=/CWD;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/CWD	300 dpi	36 Bit-depth	Color	1:1					2003-11-12	JC		2004-07-13		Printed with Robert McIlhenny		2004-08-13	2008-03-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CWD/id/23	23	020139102003_403.jp2		/CWD/image/020139102003_403.jp2
Parapet	Caroline W. Durieux (1896-1989)	1953	NA	Solitary figure with large head.	another print in same edition Acc. No. 68.9.70		Image	Electron print	H. 10-3/4   W. 6-1/2 in.	jpeg 2000	Louisiana State University Museum of Art (http://appl003.lsu.edu/museum/moa.nsf/index/)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/d3827.html	Physical rights are retained by the Louisiana State University Museum of Art.  Copyright is retained in accordance with U S copyright laws.	Caroline Wogan Durieux Collection at the LSU Museum of Art, LOUISiana Digital Library, Baton Rouge, La.	E-mail fhuber@lsu.edu with questions or comments		2001.3.67	NA	cd000193	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_CWD.php?CISOROOT=/CWD;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/CWD	300 dpi	36 Bit-depth	Color	1:1	NA	NA	NA	NA	NA	NA	NA	NA		NA		2004-02-23	2008-03-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CWD/id/24	24	32812139102003_233.jp2		/CWD/image/32812139102003_233.jp2
Leda and the swan	Durieux, Caroline, 1896-1989	1977	Swans; Women	A woman sitting on a swan swimming in water.			Image	Watercolored electron	14 x 18-1/8 in.	jpeg 2000	Louisiana State University Museum of Art (http://appl003.lsu.edu/museum/moa.nsf/index/)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/d3827.html	Physical rights are retained by the Louisiana State University Museum of Art.  Copyright is retained in accordance with U S copyright laws.	Caroline Wogan Durieux Collection at the LSU Museum of Art, LOUISiana Digital Library, Baton Rouge, La.	E-mail fhuber@lsu.edu with questions or comments		77.22.19		cd000188	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_CWD.php?CISOROOT=/CWD;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/CWD	300 dpi	36 Bit-depth	Color	1:1					2003-12-03							2004-07-19	2008-03-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CWD/id/25	25	10920139102003_405.jp2		/CWD/image/10920139102003_405.jp2
Habitat	Durieux, Caroline, 1896-1989	1975	Abstract paintings	Arrangement of three copies of a single composition. Main image is divided into four areas along a horizontal line. Abstract semi heart shaped forms are placed on a mottled black textured background. The centers of the forms are colored dull yellow and orange-yellow. The strips are duplicated and attached to a black background in the three stripes. The set enclosed in a white chalk line border. Edges of attached strips are peeling up.			Image	Color cliché vérre	11-5/8 x 20-1/2 in.	jpeg 2000	Louisiana State University Museum of Art (http://appl003.lsu.edu/museum/moa.nsf/index/)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/d3827.html	Physical rights are retained by the Louisiana State University Museum of Art.  Copyright is retained in accordance with U S copyright laws.	Caroline Wogan Durieux Collection at the LSU Museum of Art, LOUISiana Digital Library, Baton Rouge, La.	E-mail fhuber@lsu.edu with questions or comments		95.3.4		cd000171	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_CWD.php?CISOROOT=/CWD;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/CWD	300 dpi	36 Bit-depth	Color	1:1					2003-12-02	JC		08-10-2004	Charles W. Durieux			2004-08-13	2008-03-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CWD/id/26	26	95321139102003_446.jp2		/CWD/image/95321139102003_446.jp2
Young Sarai (gamme laune)	Durieux, Caroline, 1896-1989	1962	Men; Young adults	A young man in yellow color.	This is the artist's proof from the yellow stone for the print "Young Sarai." See accession number 68.9.93 for a general description of the print.	Second proof run from the yellow stone.	Image	Color lithograph	20-3/8 x 15-1/2 in.	jpeg 2000	Louisiana State University Museum of Art (http://appl003.lsu.edu/museum/moa.nsf/index/)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/d3827.html	Physical rights are retained by the Louisiana State University Museum of Art.  Copyright is retained in accordance with U S copyright laws.	Caroline Wogan Durieux Collection at the LSU Museum of Art, LOUISiana Digital Library, Baton Rouge, La.	E-mail fhuber@lsu.edu with questions or comments		68.9.96		cd000068	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_CWD.php?CISOROOT=/CWD;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/CWD	300 dpi	36 Bit-depth	Color	1:1					2003-11-13	PA		2004-07-20				2004-08-13	2008-03-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CWD/id/27	27	26518139102003_364.jp2		/CWD/image/26518139102003_364.jp2
yea and nay	Durieux, Caroline, 1896-1989	1953	Abstract paintings	The subject is presented by simplicity of forms. Two stylized human profiles display the facial expressions associated with a yes and a no movement made by the head.	The print done in sandpaper, employs an economy of line. The line is quite interesting with its  velvety, yet crumbly character. The line is created using a radioactive ink solution applied to the brush. Ms. Durieux that due to the media's allowing the entire surface to print, "...one cannot get this quality of line in an etching or a lithograph, to save one's life."	Ed. 4	Image	Black electron	6-3/8 x 8-1/4 in.	jpeg 2000	Louisiana State University Museum of Art (http://appl003.lsu.edu/museum/moa.nsf/index/)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/d3827.html	Physical rights are retained by the Louisiana State University Museum of Art.  Copyright is retained in accordance with U S copyright laws.	Caroline Wogan Durieux Collection at the LSU Museum of Art, LOUISiana Digital Library, Baton Rouge, La.	E-mail fhuber@lsu.edu with questions or comments		67.1.12		cd000154	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_CWD.php?CISOROOT=/CWD;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/CWD	300 dpi	36 Bit-depth	Color	1:1					2003-11-25	PA		2004-08-10		Assisted by Mrs. Naomi Wheeler.		2004-08-13	2008-03-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CWD/id/28	28	40613139102003_254.jp2		/CWD/image/40613139102003_254.jp2
UNDERWATER	Durieux, Caroline, 1896-1989	1957	NA	NA	Image unavailable.		Image	COLOR LITHOGRAPH	H: 19""  W: 15-1/2""	jpeg 2000	Louisiana State University Museum of Art (http://appl003.lsu.edu/museum/moa.nsf/index/)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/d3827.html	Physical rights are retained by the Louisiana State University Museum of Art.  Copyright is retained in accordance with U S copyright laws.	Caroline Wogan Durieux Collection at the LSU Museum of Art, LOUISiana Digital Library, Baton Rouge, La.	E-mail fhuber@lsu.edu with questions or comments		68.9.88	NA		See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_CWD.php?CISOROOT=/CWD;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/CWD	300 dpi	36 Bit-depth	Color	1:1	NA	NA	NA	NA	NA	NA	NA	NA		NA		2003-10-15	2008-03-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CWD/id/29	29	87517139102003_355.sid		/CWD/image/87517139102003_355.sid
Lot's first born	Durieux, Caroline, 1896-1989	1957	Women; Lot	The print depicts the face of a young girl, another from the "Old Testament Women Series".	The colors used are a warm greenish-grey, a lighter greenish-blue, red and blue. The initial drawing was made using brush and washes. Ms. Durieux related that she was intrigued with this biblical character who was the first to suggest incest to keep the race alive.	1 of 15	Image	Color lithograph	17-1/4 x 13-1/4 in.	jpeg 2000	Louisiana State University Museum of Art (http://appl003.lsu.edu/museum/moa.nsf/index/)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/d3827.html	Physical rights are retained by the Louisiana State University Museum of Art.  Copyright is retained in accordance with U S copyright laws.	Caroline Wogan Durieux Collection at the LSU Museum of Art, LOUISiana Digital Library, Baton Rouge, La.	E-mail fhuber@lsu.edu with questions or comments		68.9.84		cd000022	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_CWD.php?CISOROOT=/CWD;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/CWD	300 dpi	36 Bit-depth	Color	1:1					2003-11-12	PA		2004-07-13		Printed in Paris by Desjobert		2004-08-13	2008-03-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CWD/id/30	30	68717139102003_351.jp2		/CWD/image/68717139102003_351.jp2
the DEVIL'S GARDEN, NO. 1	Durieux, Caroline, 1896-1989 (printed with CHRISTMAN,JF)	1961	NA	Cliche-verre with spider-like forms worked in brilliant yellow with red dots placed off center of these forms.	edition 2/7		Image	COLOR CLICHÉ VERRE	H: 14-1/4"   W: 10-1/2"	jpeg 2000	Louisiana State University Museum of Art (http://appl003.lsu.edu/museum/moa.nsf/index/)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/d3827.html	Physical rights are retained by the Louisiana State University Museum of Art.  Copyright is retained in accordance with U S copyright laws.	Caroline Wogan Durieux Collection at the LSU Museum of Art, LOUISiana Digital Library, Baton Rouge, La.	E-mail fhuber@lsu.edu with questions or comments		64.3.14	NA	cd000213	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_CWD.php?CISOROOT=/CWD;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/CWD	300 dpi	36 Bit-depth	Color	1:1	NA	NA	NA	NA	NA	NA	NA	NA		NA		2004-02-23	2008-03-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CWD/id/31	31	82812139102003_241.jp2		/CWD/image/82812139102003_241.jp2
REJECTED ANGELS	Durieux, Caroline, 1896-1989 (printed with CHRISTMAN,JF)	1961	NA	NA	edition 9/10		Image	COLOR CLICHÉ VERRE	H: 11-3/4   W: 15-1/4	jpeg 2000	Louisiana State University Museum of Art (http://appl003.lsu.edu/museum/moa.nsf/index/)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/d3827.html	Physical rights are retained by the Louisiana State University Museum of Art.  Copyright is retained in accordance with U S copyright laws.	Caroline Wogan Durieux Collection at the LSU Museum of Art, LOUISiana Digital Library, Baton Rouge, La.	E-mail fhuber@lsu.edu with questions or comments		64.3.8	NA	cd000215	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_CWD.php?CISOROOT=/CWD;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/CWD	300 dpi	36 Bit-depth	Color	1:1	NA	NA	NA	NA	NA	NA	NA	NA		NA		2004-02-23	2008-03-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CWD/id/32	32	18713139102003_249.jp2		/CWD/image/18713139102003_249.jp2
Opera	Durieux, Caroline, 1896-1989	1954	Women	The print deals with the vanity of a single mature woman. The mouth is cruelly small, with wrinkles running from its corners.	This is an electron print by the artist while at LSU. The print is done in two colors, brown and red. An additional edition was also done, it being printed in black and white. It was stated by the artist that understatement is more scornful than exaggeration.. The satire is obvious," stated the artist, "this female is apparently unaware of her state and how she appears to others.. The drawing for this work, done on stone, was made using a lithographic crayon, brush and lithographic ink. A small amount of scarping was employed to highlight desired areas.	6 of 6	Image	Black electron	14-7/8 x 10-1/4 in.	jpeg 2000	Louisiana State University Museum of Art (http://appl003.lsu.edu/museum/moa.nsf/index/)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/d3827.html	Physical rights are retained by the Louisiana State University Museum of Art.  Copyright is retained in accordance with U S copyright laws.	Caroline Wogan Durieux Collection at the LSU Museum of Art, LOUISiana Digital Library, Baton Rouge, La.	E-mail fhuber@lsu.edu with questions or comments		68.9.72		cd000142	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_CWD.php?CISOROOT=/CWD;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/CWD	300 dpi	36 Bit-depth	Color	1:1					2003-11-25	PA		2004-08-10				2004-08-13	2008-03-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CWD/id/33	33	10917139102003_338.jp2		/CWD/image/10917139102003_338.jp2
BEAUTY SALON	Durieux, Caroline, 1896-1989	1943	NA	NA			Image	BLACK LITHOGRAPH	H: 15-1/4"" W: 12""	jpeg 2000	Louisiana State University Museum of Art (http://appl003.lsu.edu/museum/moa.nsf/index/)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/d3827.html	Physical rights are retained by the Louisiana State University Museum of Art.  Copyright is retained in accordance with U S copyright laws.	Caroline Wogan Durieux Collection at the LSU Museum of Art, LOUISiana Digital Library, Baton Rouge, La.	E-mail fhuber@lsu.edu with questions or comments		68.9.24	NA	cd000120	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_CWD.php?CISOROOT=/CWD;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/CWD	300 dpi	36 Bit-depth	Color	1:1	NA	NA	NA	NA	NA	NA	NA	NA		NA		2003-11-24	2008-03-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CWD/id/34	34	87414139102003_287.jp2		/CWD/image/87414139102003_287.jp2
