Title	Creator	Date	Physical Description	Summary	Description	Language	Type	Subjects	Series	Repository	Repository Collection Guide	Call Number / Shelving Location	Cite as	Restrictions	Contact and Ordering Information	Digital Format	Digital Reproduction Information	Item URL	Collection URL	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Antoine Doussan to Auguste Doussan, 1843 June 15-16	Doussan, Antoine J.	1843-06-15,16	1 letter.	Baton Rouge, June 15, 1843-June 16, 1843, Antoine Doussan to Auguste Doussan.  Antoine hopes to go to France to visit Auguste before death separates the two.  The writer mentions 'la m�thode de Jacotot.'  He comments on Fran�ois Gard�re's term as state treasurer.  He relates Achille H�bert's theft, capture, imprisonment, release, and disappearance.  Antoine gives the names of slaves who are part of some business transactions.	Antoine Doussan, Baton Rouge, to Auguste Doussan. The Doussans were an émigré French family who came to Louisiana in the wake of Napoleon's downfall.  The patriarch, Antoine, a medical doctor and former soldier under Napoleon, managed the family's cotton and sugar plantation in West Baton Rouge Parish as well as French-resident members' financial affairs in Louisiana. Auguste Doussan was the younger brother of Antoine Doussan.  He practiced medicine in Grasse, France, and married Louise Perrin, who was a relative of the Allain family of Louisiana.Antoine discusses his desire to visit Auguste in France before one dies.  Antoine writes on a number of topics including the teaching method developed by Joseph Jacotot, François Gardère's term as state treasurer, and Achille Hébert's theft, capture, imprisonment, release, and disappearance.  Antoine also gives the names of slaves who are part of some business transactions.	French.	Text.	Doussan, Antoine J.; Doussan, Auguste Alexandre; Baton Rouge (La.)--History--19th Century; Louisiana--Politics and Government--19th Century; Louisiana--Economic Conditions--19th Century; Louisiana--History--19th Century; Slaves--Louisiana--19th Century; Plantation Owners--Louisiana--19th Century	I. Correspondence, 1827-1849, undated.	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	http://www.lib.lsu.edu/special/findaid/4800.pdf	U: 325	Doussan Family Papers, Mss. 4800, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana.	Physical rights are retained by the LSU Libraries. Copyright has expired and the item  is therefore in the public domain.  Permission to reproduce this image must be  requested through the Special Collections Division, Louisiana State University  Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the ""Item number"" or ""Item URL"" in your request.	Jpeg2000	Images digitized using a Epson Flatbed Scanner 110000XL and converted from tiff to jpeg2000 with Photoshop software.	See 'reference url' on the navigation bar.			2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/513	513	541.cpd	/p16313coll76/image/541.cpd
Page 1																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/514	514	542.jp2	/p16313coll76/image/542.jp2
Page 2																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/515	515	543.jp2	/p16313coll76/image/543.jp2
Page 3																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/516	516	544.jp2	/p16313coll76/image/544.jp2
Page 4																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/517	517	545.jp2	/p16313coll76/image/545.jp2
Page 5																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/518	518	546.jp2	/p16313coll76/image/546.jp2
Page 6																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/519	519	547.jp2	/p16313coll76/image/547.jp2
Page 7																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/520	520	548.jp2	/p16313coll76/image/548.jp2
Page 8																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/521	521	549.jp2	/p16313coll76/image/549.jp2
Antoine Doussan to Auguste Doussan, 1843 Nov. 15	Doussan, Antoine J.	1843-11-15	1 letter.	Baton Rouge, November 15, 1843, Antoine Doussan to Auguste Doussan.  Antoine recommends the Courrier des États-Unis to Auguste as the best Franco-American gazette.  Antoine is impatiently awaiting the Herbier Général de l'Amateur, which he has asked Auguste to get for him.  Antoine addresses the last part of the letter to Auguste's wife, Louise, telling her the latest concerning her relatives.	Antoine Doussan to Auguste Doussan. The Doussans were an émigré French family who came to Louisiana in the wake of Napoleon's downfall.  The patriarch, Antoine, a medical doctor and former soldier under Napoleon, managed the family's cotton and sugar plantation in West Baton Rouge Parish as well as French-resident members' financial affairs in Louisiana. Auguste Doussan was the younger brother of Antoine Doussan.  He practiced medicine in Grasse, France, and married Louise Perrin, who was a relative of the Allain family of Louisiana.Antoine Doussan recommends the “Courrier des États–Unis” to Auguste Doussan as the best Franco-American gazette and expresses his impatience to receive the “Herbier Général de l'Amateur” from him. In the last part of the letter, Antoine provides family news to Auguste's wife, Louise. 	French.	Text.	Doussan, Antoine J.; Doussan, Auguste Alexandre; Doussan, Louise Perrin; Baton Rouge (La.)--History--19th Century; French Americans--Louisiana; Books and Reading--Louisiana--19th Century; Books and Reading--France--19th Century	I. Correspondence, 1827-1849, undated.	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	http://www.lib.lsu.edu/special/findaid/4800.pdf	U: 327	Doussan Family Papers, Mss. 4800, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana.	Physical rights are retained by the LSU Libraries. Copyright has expired and the item  is therefore in the public domain.  Permission to reproduce this image must be  requested through the Special Collections Division, Louisiana State University  Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the ""Item number"" or ""Item URL"" in your request.	Jpeg2000	Images digitized using a Epson Flatbed Scanner 110000XL and converted from tiff to jpeg2000 with Photoshop software.	See 'reference url' on the navigation bar.			2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/522	522	550.cpd	/p16313coll76/image/550.cpd
Page 1																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/523	523	551.jp2	/p16313coll76/image/551.jp2
Page 2																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/524	524	552.jp2	/p16313coll76/image/552.jp2
Page 3																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/525	525	553.jp2	/p16313coll76/image/553.jp2
Page 4																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/526	526	554.jp2	/p16313coll76/image/554.jp2
Page 5																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/527	527	555.jp2	/p16313coll76/image/555.jp2
Antoine Doussan to Auguste Doussan, 1844 Apr. 12 and May 3	Doussan, Antoine J.	1844-04-12; 1844-05-03	1 letter.	Baton Rouge, April 12, 1844-May 3, 1844, Antoine Doussan to Auguste Doussan.  Family matters and business are discussed.	Antoine Doussan, Baton Rouge, to Auguste Doussan. The Doussans were an émigré French family who came to Louisiana in the wake of Napoleon's downfall.  The patriarch, Antoine, a medical doctor and former soldier under Napoleon, managed the family's cotton and sugar plantation in West Baton Rouge Parish as well as French-resident members' financial affairs in Louisiana. Auguste Doussan was the younger brother of Antoine Doussan.  He practiced medicine in Grasse, France, and married Louise Perrin, who was a relative of the Allain family of Louisiana. Antoine discusses family and business matters. 	French.	Text.	Doussan, Antoine J.; Doussan, Auguste Alexandre; Baton Rouge (La.)--History--19th Century; Mississippi River Valley--Commerce--History--19th Century	I. Correspondence, 1827-1849, undated.	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	http://www.lib.lsu.edu/special/findaid/4800.pdf	U: 331	Doussan Family Papers, Mss. 4800, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana.	Physical rights are retained by the LSU Libraries. Copyright has expired and the item  is therefore in the public domain.  Permission to reproduce this image must be  requested through the Special Collections Division, Louisiana State University  Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the ""Item number"" or ""Item URL"" in your request.	Jpeg2000	Images digitized using a Epson Flatbed Scanner 110000XL and converted from tiff to jpeg2000 with Photoshop software.	See 'reference url' on the navigation bar.			2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/528	528	556.cpd	/p16313coll76/image/556.cpd
Page 1																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/529	529	557.jp2	/p16313coll76/image/557.jp2
Page 2																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/530	530	558.jp2	/p16313coll76/image/558.jp2
Page 3																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/531	531	559.jp2	/p16313coll76/image/559.jp2
Page 4																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/532	532	560.jp2	/p16313coll76/image/560.jp2
Page 5																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/533	533	561.jp2	/p16313coll76/image/561.jp2
Page 6																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/534	534	562.jp2	/p16313coll76/image/562.jp2
Antoine Doussan to Auguste Doussan, 1844 Aug. 3	Doussan, Antoine J.	1844-08-03	1 letter.	Baton Rouge, August 3, 1844, Antoine Doussan to Auguste Doussan.  The Herbier Général has arrived.  Doussan relates the unusual weather that has marked the past year with floods and levee breaks on the Mississippi River all the way up to St. Louis, Missouri. 	Antoine Doussan, Baton Rouge, to Auguste Doussan. The Doussans were an émigré French family who came to Louisiana in the wake of Napoleon's downfall.  The patriarch, Antoine, a medical doctor and former soldier under Napoleon, managed the family's cotton and sugar plantation in West Baton Rouge Parish as well as French-resident members' financial affairs in Louisiana. Auguste Doussan was the younger brother of Antoine Doussan.  He practiced medicine in Grasse, France, and married Louise Perrin, who was a relative of the Allain family of Louisiana.Antoine mentions that the copy of Herbier Général de l'Amateur  he requested from Auguste has arrived.  Doussan relates the unusual weather that has marked the past year with floods and levee breaks on the Mississippi River all the way up to St. Louis, Missouri. 	French.	Text.	Doussan, Antoine J.; Doussan, Auguste Alexandre; Baton Rouge (La.)--History--19th Century; Louisiana--Climate--19th Century; Floods--Mississippi River--19th Century; Levees--Louisiana; Botany--Study and Teaching--France--19th Century; Books and Reading--France--19th Century	I. Correspondence, 1827-1849, undated.	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	http://www.lib.lsu.edu/special/findaid/4800.pdf	U: 334	Doussan Family Papers, Mss. 4800, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana.	Physical rights are retained by the LSU Libraries. Copyright has expired and the item  is therefore in the public domain.  Permission to reproduce this image must be  requested through the Special Collections Division, Louisiana State University  Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the ""Item number"" or ""Item URL"" in your request.	Jpeg2000	Images digitized using a Epson Flatbed Scanner 110000XL and converted from tiff to jpeg2000 with Photoshop software.	See 'reference url' on the navigation bar.			2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/535	535	563.cpd	/p16313coll76/image/563.cpd
Page 1																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/536	536	564.jp2	/p16313coll76/image/564.jp2
Page 2																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/537	537	565.jp2	/p16313coll76/image/565.jp2
Page 3																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/538	538	566.jp2	/p16313coll76/image/566.jp2
Page 4																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/539	539	567.jp2	/p16313coll76/image/567.jp2
Antoine Doussan to Auguste Doussan, 1844 Feb. 22	Doussan, Antoine J.	1844-02-22	1 letter.	Baton Rouge, February 22, 1844, Antoine Doussan to Auguste Doussan at Grasse.  Antoine relates the details of sending sweet potatoes to certain people in France.	Antoine Doussan, Baton Rouge, to Auguste Doussan in Grasse. The Doussans were an émigré French family who came to Louisiana in the wake of Napoleon's downfall.  The patriarch, Antoine, a medical doctor and former soldier under Napoleon, managed the family's cotton and sugar plantation in West Baton Rouge Parish as well as French-resident members' financial affairs in Louisiana. Auguste Doussan was the younger brother of Antoine Doussan.  He practiced medicine in Grasse, France, and married Louise Perrin, who was a relative of the Allain family of Louisiana.  Antoine relates the details of sending sweet potatoes to certain people in France. 	French.	Text.	Doussan, Antoine J.; Doussan, Auguste Alexandre; Baton Rouge (La.)--History--19th Century; Grasse (France)--History--19th Century; Sweet Potatoes	I. Correspondence, 1827-1849, undated.	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	http://www.lib.lsu.edu/special/findaid/4800.pdf	U: 330	Doussan Family Papers, Mss. 4800, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana.	Physical rights are retained by the LSU Libraries. Copyright has expired and the item  is therefore in the public domain.  Permission to reproduce this image must be  requested through the Special Collections Division, Louisiana State University  Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the ""Item number"" or ""Item URL"" in your request.	Jpeg2000	Images digitized using a Epson Flatbed Scanner 110000XL and converted from tiff to jpeg2000 with Photoshop software.	See 'reference url' on the navigation bar.			2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/540	540	568.cpd	/p16313coll76/image/568.cpd
