Title	Compound	Photographer	Notes	Biographical Information	Description	Type	Date	Original Format/Size	Subject(s)	Geographic Focus	Collection Name	Box	Folder	Series	Sub-series	Digital Format	Digital Reproduction Information	Repository	Dates	Item Number	Related Items	Restrictions	Cataloger	Contact and Ordering Information	Cataloged date	Item URL	OCR	Cite As	Collection URL	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	Full resolution	CONTENTdm file path
Mechanical Drawing Class	0	Unknown	Classroom interior showing Mechanic Arts and Drawing students. Handwritten on back- Mechanical Drawing Class.				n.d.	Gelatin silver prints; 9.75in x 7.50in	Classrooms--Louisiana--Baton Rouge--Photographs.; Mechanical drawing--Study and teaching (Higher)--Louisiana--Baton Rouge--Photographs.; Classes (Groups of students)--Louisiana--Baton Rouge--Photographs.		LSU Photograph Collection, 1886-1926	3	6	Colleges & Departments	Mechanical Engineering		Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000	Louisiana State University Libraries, Special Collections		a50000102				To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2008-10-15	2008-10-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2319	2319	2603.jp2	Volume156\a50000102.jpg	/LSU_UAP/image/2603.jp2
Classroom interior showing cadets	0	Unknown					n.d.	Gelatin silver prints; 9.50in x 7.50in	Classrooms--Louisiana--Baton Rouge--Photographs.; Classes (Groups of students)--Louisiana--Baton Rouge--Photographs.		LSU Photograph Collection, 1886-1926	3	6	Colleges & Departments	Misc		Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000	Louisiana State University Libraries, Special Collections		a50000103				To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2008-10-15	2008-10-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2320	2320	2604.jp2	Volume156\a50000103.jpg	/LSU_UAP/image/2604.jp2
Classroom interior showing Botany and Bacteriology students	0	Unknown					n.d.	Gelatin silver prints; 8.00in x 6.00in	Classrooms--Louisiana--Baton Rouge--Photographs.; Botany--Study and teaching (Higher)--Louisiana--Baton Rouge--Photographs.; Bacteriology--Study and teaching (Higher)--Louisiana--Baton Rouge--Photographs.; Classes (Groups of students)--Louisiana--Baton Ro		LSU Photograph Collection, 1886-1926	3	6	Colleges & Departments	Botany & Bacteriological Lab		Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000	Louisiana State University Libraries, Special Collections		a50000104				To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2008-10-15	2008-10-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2321	2321	2605.jp2	Volume156\a50000104.jpg	/LSU_UAP/image/2605.jp2
No.7618. L.S.U. Baseball Team on East Cemetery Hill Gettysburg, P.A. June, 3, 08	0	M.F. Williams, Gettysburg, PA	Handwritten on front- No.7618. L.S.U. Baseball Team on East Cemetery Hill Gettysburg, P.A. June, 3, 08.				1908	Albumen prints; 9.13in x 7.00in	Baseball teams--Louisiana--Baton Rouge--Photographs.; Louisiana State University and Agricultural and Mechanical College--Baseball--Photographs.; LSU Tigers (Baseball team)--Photographs.; Baseball players--Louisiana--Baton Rouge--Photographs.; Gettysburg		LSU Photograph Collection, 1886-1926	1	1	Athletics			Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000	Louisiana State University Libraries, Special Collections		a50000105				To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2008-10-15	2008-10-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2322	2322	2606.jp2	Volume156\a50000105.jpg	/LSU_UAP/image/2606.jp2
Football Game	0	Unknown	Players on field in position.				c. 1902	Gelatin silver prints; 6.50in x 4.25in	Louisiana State University and Agricultural and Mechanical College--Football--Photographs.; LSU Tigers (Football team)--Photographs.; Football players--Louisiana--Baton Rouge--Photographs.; Football teams--Louisiana--Baton Rouge--Photographs.		LSU Photograph Collection, 1886-1926	1	3	Athletics			Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000	Louisiana State University Libraries, Special Collections		a50000108				To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2008-10-15	2008-10-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2323	2323	2607.jp2	Volume156\a50000108.jpg	/LSU_UAP/image/2607.jp2
Football game	0	Unknown	Taken during game. Garig Hall in background.				c. 1902	Gelatin silver prints; 6.00in x 2.50in	Louisiana State University and Agricultural and Mechanical College--Football--Photographs.; Football players--Louisiana--Baton Rouge--Photographs.; Football teams--Louisiana--Baton Rouge--Photographs.; LSU Tigers (Football team)--Photographs.		LSU Photograph Collection, 1886-1926	1	3	Athletics			Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000	Louisiana State University Libraries, Special Collections		a50000109				To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2008-10-15	2008-10-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2324	2324	2608.jp2	Volume156\a50000109.jpg	/LSU_UAP/image/2608.jp2
Football game	0	Unknown	Players are near the goal line. L.S.U. vs. Auburn game in 1902.				1902	Gelatin silver prints; 6.50in x 4.50in	Louisiana State University and Agricultural and Mechanical College--Football--Photographs.; Alabama Polytechnic Institute--Football--Photographs.; Football players--Louisiana--Baton Rouge--Photographs.; Football teams--Louisiana--Baton Rouge--Photographs.		LSU Photograph Collection, 1886-1926	1	4	Athletics			Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000	Louisiana State University Libraries, Special Collections		a50000111				To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2008-10-15	2008-10-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2325	2325	2609.jp2	Volume156\a50000111.jpg	/LSU_UAP/image/2609.jp2
Football Team 1915	0	Ewing Inc. Baton Rouge	Team photo of 1915 football players.				1915	Gelatin silver prints	Louisiana State University and Agricultural and Mechanical College--Football--Photographs.; Ewing, Inc. (Baton Rouge, La.); Football players--Louisiana--Baton Rouge--Photographs.; Football teams--Louisiana--Baton Rouge--Photographs.; LSU Tigers (Football		LSU Photograph Collection, 1886-1926	1	6	Athletics			Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000	Louisiana State University Libraries, Special Collections		a50000119				To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2008-10-15	2008-12-08	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2326	2326	2610.jp2	Volume156\a50000119.jpg	/LSU_UAP/image/2610.jp2
University Lake - From the Mound.  Louisiana State University and Agricultural and Mechanical College	0	Rivoire, 829 Canal St., New Orleans, LA	Campus grounds				n.d.	Gelatin silver prints; 16.50in x 13.25in	Capitol Lake (Baton Rouge, La.)--Photographs.; Rivoire, Julien Emile.; Lakes--Louisiana--Baton Rouge--Photographs.		LSU Photograph Collection, 1886-1926	13	none	Buildings	Aerial views & Campus grounds		Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000	Louisiana State University Libraries, Special Collections		a50000122				To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2008-10-15	2008-10-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2327	2327	2611.jp2	Volume156\a50000122.jpg	/LSU_UAP/image/2611.jp2
Residences of President and Treasurer.  Louisiana State University and Agricultural and Mechanical College	0	Rivoire, 829 Canal St., New Orleans, LA					n.d.	Gelatin silver prints; 16.50in x 13.25in	Louisiana State University President’s Residence (Baton Rouge, La.)--Photographs.; Rivoire, Julien Emile.; Louisiana State University Treasurer’s Residence (Baton Rouge, La.)--Photographs.; College presidents--Dwellings--Louisiana--Baton Rouge--Photograph		LSU Photograph Collection, 1886-1926	13	none	Buildings	Residences- President's		Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000	Louisiana State University Libraries, Special Collections		a50000123				To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2008-10-15	2008-10-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2328	2328	2612.jp2	Volume156\a50000123.jpg	/LSU_UAP/image/2612.jp2
Barracks, F Building.  Louisiana State University and Agricultural and Mechanical College	0	Rivoire, 829 Canal St., New Orleans, LA	Campus grounds with classrooms, machine shops, barracks and Mechanical Drawing (Drawing Room) in background.				n.d.	Gelatin silver prints; 16.50in x 13.25in	Louisiana State University and Agricultural and Mechanical College--Buildings--Photographs.; Rivoire, Julien Emile.; Dormitories--Louisiana--Baton Rouge--Photographs.		LSU Photograph Collection, 1886-1926	13	none	Buildings	Aerial views & Campus grounds		Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000	Louisiana State University Libraries, Special Collections		a50000124				To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2008-10-15	2008-10-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2329	2329	2613.jp2	Volume156\a50000124.jpg	/LSU_UAP/image/2613.jp2
Barracks C and D Buildings.  Louisiana State University and Agricultural and Mechanical College	0	Rivoire, 829 Canal St., New Orleans, LA					n.d.	Gelatin silver prints; 16.50in x 13.25in	Pentagon Barracks (Baton Rouge, La.)--Photographs.; Rivoire, Julien Emile.; Dormitories--Louisiana--Baton Rouge--Photographs.		LSU Photograph Collection, 1886-1926	13	none	Buildings	Pentagon Barracks		Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000	Louisiana State University Libraries, Special Collections		a50000125				To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2008-10-15	2008-10-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2330	2330	2614.jp2	Volume156\a50000125.jpg	/LSU_UAP/image/2614.jp2
Barracks, B, C and D Buildings.  Louisiana State University and Agricultural and Mechanical College	0	Rivoire, 829 Canal St., New Orleans, LA					n.d.	Gelatin silver prints; 16.50in x 13.25in	Pentagon Barracks (Baton Rouge, La.)--Photographs.; Rivoire, Julien Emile.; Dormitories--Louisiana--Baton Rouge--Photographs.; Cairns--Louisiana--Baton Rouge--Photographs.		LSU Photograph Collection, 1886-1926	13	none	Buildings	Pentagon Barracks		Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000	Louisiana State University Libraries, Special Collections		a50000126				To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2008-10-15	2008-10-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2331	2331	2615.jp2	Volume156\a50000126.jpg	/LSU_UAP/image/2615.jp2
