Title	Postmark Date	Physical Description	Description/Notes	Geographic Location	Subjects	Publication Information	Digital Collection	Repository	Repository collection guide	Call Number/Shelving Location	Cite as	Restrictions	Contact and Ordering Information	Digital Reproduction Information	Item URL	Collection URL	Biographical note	Summary	Language	Type	Repository collection	Item number	Format	Relation	Coverage-Temporal	Cataloger	Cataloged Date	Hardware/Software (Archival)	Digitized By	Digitized Date	Transcription	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
So-Called Haunted House Warrington House, New Orleans, La	1910?	Postcard : b&w ; 3 x 5 in.	Caption on back: 'said to be inhabited by the ghosts of Madame Lelaurie's tortured slaves; now refuge for the unfortunate.'	New Orleans, La.	Picture postcards.; Photographic prints.	Photo by Charles L. Franck; Photographs from New Orleans Association of Commerce, National Advertising Committee	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1427	1427	1428.cpd	/p16313coll10/image/1428.cpd
Front															See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1428	1428	1429.jp2	/p16313coll10/image/1429.jp2
Back															See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1429	1429	1430.jp2	/p16313coll10/image/1430.jp2
South Grand St. Monroe La Flood 1927	1927?	Postcard : b&w ; 3 x 5 in.	On front: 'Jared Photo 1'	Monroe, La.	Picture postcards.; Photographic prints.		LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1430	1430	1431.cpd	/p16313coll10/image/1431.cpd
Front															See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1431	1431	1432.jp2	/p16313coll10/image/1432.jp2
Back															See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1432	1432	1433.jp2	/p16313coll10/image/1433.jp2
South River Front Flood Scene, W. Monroe La. 1927	1927?	Postcard : b&w ; 3 x 5 in.	On front: 'Jared Photo 3'	Monroe, La.	Picture postcards.; Photographic prints.		LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1433	1433	1434.cpd	/p16313coll10/image/1434.cpd
Front															See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1434	1434	1435.jp2	/p16313coll10/image/1435.jp2
Back															See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1435	1435	1436.jp2	/p16313coll10/image/1436.jp2
South Side of East Pine Street, Ponchatoula, La	1926	Postcard : color ; 3 x 5 in.		Ponchatoula, La.	Picture postcards.; Photographic prints.	C.T. American Art, Curt Teich, Co., Chicago.	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1436	1436	1437.cpd	/p16313coll10/image/1437.cpd
Front															See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1437	1437	1438.jp2	/p16313coll10/image/1438.jp2
Back															See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1438	1438	1439.jp2	/p16313coll10/image/1439.jp2
Southeastern Louisiana College, Hammond, La	1940?	Postcard : color ; 3 x 5 in.	Captions on back: 'Science Building. It is equipped throughout with the latest scientific and laboratory apparatus for biology, chemistry, physics, and general science. Large elevated lecture rooms are found on each floor.; Library. The Library is equipped with all modern conveniences. It has large reading rooms, lecture rooms, offices, three levels, and can house 75,000 volumes.'	Hammond, La.	Picture postcards.; Photographic prints.	Genuine Curteich Chicago 'C.T. American Art' Post Card; Louisiana-Mississippi News Co., McComb, Miss.	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1439	1439	1440.cpd	/p16313coll10/image/1440.cpd
Front															See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1440	1440	1441.jp2	/p16313coll10/image/1441.jp2
Back															See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1441	1441	1442.jp2	/p16313coll10/image/1442.jp2
Southern Creosoting Co., Slidell, La	1908	Postcard : b&w ; 3 x 5 in.		Slidell, La.	Picture postcards.; Photographic prints.		LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1442	1442	1443.cpd	/p16313coll10/image/1443.cpd
Front															See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1443	1443	1444.jp2	/p16313coll10/image/1444.jp2
Back															See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1444	1444	1445.jp2	/p16313coll10/image/1445.jp2
Southern Home, Hammond, Louisiana	1907? - 1910?	Postcard : color ; 3 x 5 in.		Hammond, La.	Picture postcards.; Photographic prints.	Alfred Holzman Co., Chicago	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1445	1445	1446.cpd	/p16313coll10/image/1446.cpd
Front															See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1446	1446	1447.jp2	/p16313coll10/image/1447.jp2
Back															See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1447	1447	1448.jp2	/p16313coll10/image/1448.jp2
Southern Hotel, Covington, Louisiana	1908	Postcard : color ; 3 x 5 in.		Covington, La.	Picture postcards.; Photographic prints.	Alfred Holzman Co., Chicago; Published by Tolson & Schonberg, Covington, La.	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1448	1448	1449.cpd	/p16313coll10/image/1449.cpd
Front															See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1449	1449	1450.jp2	/p16313coll10/image/1450.jp2
Back															See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1450	1450	1451.jp2	/p16313coll10/image/1451.jp2
Southwest Louisiana Industrial Institute, Lafayette, La	1906	Postcard : b&w ; 3 x 5 in.		Lafayette, La.	Picture postcards.; Photographic prints.	I.&M. Ottenheimer, Baltimore, Maryland.	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1451	1451	1452.cpd	/p16313coll10/image/1452.cpd
Front															See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1452	1452	1453.jp2	/p16313coll10/image/1453.jp2
Back															See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1453	1453	1454.jp2	/p16313coll10/image/1454.jp2
South-West Louisiana Industrial Institute, Lafayette, La	1906	Postcard : b&w ; 3 x 5 in.		Lafayette, La.	Picture postcards.; Photographic prints.		LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1454	1454	1455.cpd	/p16313coll10/image/1455.cpd
Front															See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1455	1455	1456.jp2	/p16313coll10/image/1456.jp2
Back															See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1456	1456	1457.jp2	/p16313coll10/image/1457.jp2
Southwestern Louisiana Industrial Institute, Lafayette, La	1907	Postcard : b&w ; 3 x 5 in.		Lafayette, La.	Picture postcards.; Photographic prints.		LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/1457	1457	1458.cpd	/p16313coll10/image/1458.cpd
