Title	Lingustic Category	Author	Author's Gender	Author's Occupation	Author's Social Class	Author's Place of Birth	Writing Location	Date	Addressee	Addressee's Location	Document Type	Notes	Extent (Pages)	Subject	Language	Repository	Repository Collection	Repository Collection Guide	Shelf Location	Cite As	Restrictions	Digital Collection	Contact and Ordering Information	Item URL	Transcription	Related Collections	Item Number	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Page 2																								See 'reference url' on the navigation bars.					2011-01-06	2011-01-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/65	65	66.jp2	/p15140coll41/image/66.jp2
532203231844ta_Transcription Page 1																								See 'reference url' on the navigation bars.					2011-01-06	2011-01-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/66	66	67.pdf	/p15140coll41/image/67.pdf
Andrew Durnford letter, 1844 Mar. 23	Black Creole.	Durnford, Andrew, 1800-1859.	M	Planter	upper	USA	Saint Rosalie (La.)	1844-03-23	McDonogh, John, 1779-1850.	New Orleans (La.)	business	discussion about land, Liberia	1	African Americans -- Colonization -- Liberia.	en, fr	Louisiana Research Collection, Howard-Tilton Memorial Library, Tulane University	John McDonogh papers, 1789-1869.	http://specialcollections.tulane.edu/archon/?p=collections/controlcard&id=122		John McDonogh papers, Manuscripts Collection 30, Louisiana Research Collection, Howard-Tilton Memorial Library, Tulane University, New Orleans, LA 70118	Physical rights are retained by the Louisiana Research Collection. Copyright is retained in accordance with U.S. copyright laws.	Louisiana Early English Corpus	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the Item number or Item URL in your request.	See 'reference url' on the navigation bars.	See transcription link on the left navigation bar.	Early Louisiana French Correspondence (http://www.lib.lsu.edu/special/cffs/) and Lettres de Louisiane (http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6)			2011-11-01	2011-11-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/67	67	68.cpd	/p15140coll41/image/68.cpd
Page 1																								See 'reference url' on the navigation bars.					2011-01-06	2011-01-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/68	68	69.jp2	/p15140coll41/image/69.jp2
Page 2																								See 'reference url' on the navigation bars.					2011-01-06	2011-01-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/69	69	70.jp2	/p15140coll41/image/70.jp2
Page 3																								See 'reference url' on the navigation bars.					2011-01-06	2011-01-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/70	70	71.jp2	/p15140coll41/image/71.jp2
532209091844ta_Transcription Page 1																								See 'reference url' on the navigation bars.					2011-01-06	2011-01-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/71	71	72.pdf	/p15140coll41/image/72.pdf
532209091844tb_Transcription Page 2																								See 'reference url' on the navigation bars.					2011-01-06	2011-01-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/72	72	73.pdf	/p15140coll41/image/73.pdf
Andrew Durnford letter, 1844 Sept. 9	Black Creole.	Durnford, Andrew, 1800-1859.	M	Planter	upper	USA	Saint Rosalie (La.)	1844-09-09	McDonogh, John, 1779-1850.	New Orleans (La.)	personal	request for amount of hogsheads of sugar to send	2	Sugar trade--Louisiana.	en	Louisiana Research Collection, Howard-Tilton Memorial Library, Tulane University	John McDonogh papers, 1789-1869.	http://specialcollections.tulane.edu/archon/?p=collections/controlcard&id=122		John McDonogh papers, Manuscripts Collection 30, Louisiana Research Collection, Howard-Tilton Memorial Library, Tulane University, New Orleans, LA 70118	Physical rights are retained by the Louisiana Research Collection. Copyright is retained in accordance with U.S. copyright laws.	Louisiana Early English Corpus	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the Item number or Item URL in your request.	See 'reference url' on the navigation bars.	See transcription link on the left navigation bar.	Early Louisiana French Correspondence (http://www.lib.lsu.edu/special/cffs/) and Lettres de Louisiane (http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6)			2011-11-01	2011-11-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/73	73	74.cpd	/p15140coll41/image/74.cpd
Page 1																								See 'reference url' on the navigation bars.					2011-01-06	2011-01-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/74	74	75.jp2	/p15140coll41/image/75.jp2
Page 2																								See 'reference url' on the navigation bars.					2011-01-06	2011-01-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/75	75	76.jp2	/p15140coll41/image/76.jp2
532212281845ta_Transcription Page 1																								See 'reference url' on the navigation bars.					2011-01-06	2011-01-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/76	76	77.pdf	/p15140coll41/image/77.pdf
Andrew Durnford letter, 1845 Dec. 28	Black Creole.	Durnford, Andrew, 1800-1859.	M	Planter	upper	USA	Saint Rosalie (La.)	1845-12-28	McDonogh, John, 1779-1850.	New Orleans (La.)	business	talk of sugar	1	Sugar trade--Louisiana.	en	Louisiana Research Collection, Howard-Tilton Memorial Library, Tulane University	John McDonogh papers, 1789-1869.	http://specialcollections.tulane.edu/archon/?p=collections/controlcard&id=122		John McDonogh papers, Manuscripts Collection 30, Louisiana Research Collection, Howard-Tilton Memorial Library, Tulane University, New Orleans, LA 70118	Physical rights are retained by the Louisiana Research Collection. Copyright is retained in accordance with U.S. copyright laws.	Louisiana Early English Corpus	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the Item number or Item URL in your request.	See 'reference url' on the navigation bars.	See transcription link on the left navigation bar.	Early Louisiana French Correspondence (http://www.lib.lsu.edu/special/cffs/) and Lettres de Louisiane (http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6)			2011-11-01	2011-11-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/77	77	78.cpd	/p15140coll41/image/78.cpd
Page 1																								See 'reference url' on the navigation bars.					2011-01-06	2011-01-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/78	78	79.jp2	/p15140coll41/image/79.jp2
Page 2																								See 'reference url' on the navigation bars.					2011-01-06	2011-01-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/79	79	80.jp2	/p15140coll41/image/80.jp2
Page 3																								See 'reference url' on the navigation bars.					2011-01-06	2011-01-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/80	80	81.jp2	/p15140coll41/image/81.jp2
Page 4																								See 'reference url' on the navigation bars.					2011-01-06	2011-01-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/81	81	82.jp2	/p15140coll41/image/82.jp2
532203241845ta_Transcription Page 1																								See 'reference url' on the navigation bars.					2011-01-06	2011-01-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/82	82	83.pdf	/p15140coll41/image/83.pdf
532203241845tb_Transcription Page 2																								See 'reference url' on the navigation bars.					2011-01-06	2011-01-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/83	83	84.pdf	/p15140coll41/image/84.pdf
532203241845tc_Transcription Page 3																								See 'reference url' on the navigation bars.					2011-01-06	2011-01-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/84	84	85.pdf	/p15140coll41/image/85.pdf
Andrew Durnford letter, 1845 Mar. 24	Black Creole.	Durnford, Andrew, 1800-1859.	M	Planter	upper	USA	Saint Rosalie (La.)	1845-03-24	McDonogh, John, 1779-1850.	New Orleans (La.)	personal	news - including on debates about people of color	3	Louisiana--History--1803-1865.	en	Louisiana Research Collection, Howard-Tilton Memorial Library, Tulane University	John McDonogh papers, 1789-1869.	http://specialcollections.tulane.edu/archon/?p=collections/controlcard&id=122		John McDonogh papers, Manuscripts Collection 30, Louisiana Research Collection, Howard-Tilton Memorial Library, Tulane University, New Orleans, LA 70118	Physical rights are retained by the Louisiana Research Collection. Copyright is retained in accordance with U.S. copyright laws.	Louisiana Early English Corpus	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the Item number or Item URL in your request.	See 'reference url' on the navigation bars.	See transcription link on the left navigation bar.	Early Louisiana French Correspondence (http://www.lib.lsu.edu/special/cffs/) and Lettres de Louisiane (http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6)			2011-11-01	2011-11-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/85	85	86.cpd	/p15140coll41/image/86.cpd
Page 1																								See 'reference url' on the navigation bars.					2011-01-06	2011-01-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/86	86	87.jp2	/p15140coll41/image/87.jp2
Page 2																								See 'reference url' on the navigation bars.					2011-01-06	2011-01-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/87	87	88.jp2	/p15140coll41/image/88.jp2
532209251845ta_Transcription Page 1																								See 'reference url' on the navigation bars.					2011-01-06	2011-01-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/88	88	89.pdf	/p15140coll41/image/89.pdf
Andrew Durnford letter, 1845 Sept. 25	Black Creole.	Durnford, Andrew, 1800-1859.	M	Planter	upper	USA	Saint Rosalie (La.)	1845-09-25	McDonogh, John, 1779-1850.	New Orleans (La.)	business	goods, money, and mules	1	Louisiana--Commerce--History--19th century--Sources.	en	Louisiana Research Collection, Howard-Tilton Memorial Library, Tulane University	John McDonogh papers, 1789-1869.	http://specialcollections.tulane.edu/archon/?p=collections/controlcard&id=122		John McDonogh papers, Manuscripts Collection 30, Louisiana Research Collection, Howard-Tilton Memorial Library, Tulane University, New Orleans, LA 70118	Physical rights are retained by the Louisiana Research Collection. Copyright is retained in accordance with U.S. copyright laws.	Louisiana Early English Corpus	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the Item number or Item URL in your request.	See 'reference url' on the navigation bars.	See transcription link on the left navigation bar.	Early Louisiana French Correspondence (http://www.lib.lsu.edu/special/cffs/) and Lettres de Louisiane (http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6)			2011-11-01	2011-11-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/89	89	90.cpd	/p15140coll41/image/90.cpd
Page 1																								See 'reference url' on the navigation bars.					2011-01-06	2011-01-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/90	90	91.jp2	/p15140coll41/image/91.jp2
Page 2																								See 'reference url' on the navigation bars.					2011-01-06	2011-01-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/91	91	92.jp2	/p15140coll41/image/92.jp2
532212081846ta_Transcription Page 1																								See 'reference url' on the navigation bars.					2011-01-06	2011-01-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/92	92	93.pdf	/p15140coll41/image/93.pdf
Andrew Durnford letter, 1846 Dec. 8	Black Creole.	Durnford, Andrew, 1800-1859.	M	Planter	upper	USA	Saint Rosalie (La.)	1846-12-08	McDonogh, John, 1779-1850.	New Orleans (La.)	business	barrells of molasses for sale	1	Louisiana--Commerce--History--19th century--Sources.	en	Louisiana Research Collection, Howard-Tilton Memorial Library, Tulane University	John McDonogh papers, 1789-1869.	http://specialcollections.tulane.edu/archon/?p=collections/controlcard&id=122		John McDonogh papers, Manuscripts Collection 30, Louisiana Research Collection, Howard-Tilton Memorial Library, Tulane University, New Orleans, LA 70118	Physical rights are retained by the Louisiana Research Collection. Copyright is retained in accordance with U.S. copyright laws.	Louisiana Early English Corpus	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the Item number or Item URL in your request.	See 'reference url' on the navigation bars.	See transcription link on the left navigation bar.	Early Louisiana French Correspondence (http://www.lib.lsu.edu/special/cffs/) and Lettres de Louisiane (http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6)			2011-11-01	2011-11-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/93	93	94.cpd	/p15140coll41/image/94.cpd
Page 1																								See 'reference url' on the navigation bars.					2011-01-06	2011-01-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/94	94	95.jp2	/p15140coll41/image/95.jp2
Page 2																								See 'reference url' on the navigation bars.					2011-01-06	2011-01-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/95	95	96.jp2	/p15140coll41/image/96.jp2
532211111847ta_Transcription Page 1																								See 'reference url' on the navigation bars.					2011-01-06	2011-01-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/96	96	97.pdf	/p15140coll41/image/97.pdf
Andrew Durnford letter, 1847 Nov. 11	Black Creole.	Durnford, Andrew, 1800-1859.	M	Planter	upper	USA	Saint Rosalie (La.)	1847-11-11	McDonogh, John, 1779-1850.	New Orleans (La.)	business	news of plantation	1	Plantations--Louisiana--Management.	en	Louisiana Research Collection, Howard-Tilton Memorial Library, Tulane University	John McDonogh papers, 1789-1869.	http://specialcollections.tulane.edu/archon/?p=collections/controlcard&id=122		John McDonogh papers, Manuscripts Collection 30, Louisiana Research Collection, Howard-Tilton Memorial Library, Tulane University, New Orleans, LA 70118	Physical rights are retained by the Louisiana Research Collection. Copyright is retained in accordance with U.S. copyright laws.	Louisiana Early English Corpus	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the Item number or Item URL in your request.	See 'reference url' on the navigation bars.	See transcription link on the left navigation bar.	Early Louisiana French Correspondence (http://www.lib.lsu.edu/special/cffs/) and Lettres de Louisiane (http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6)			2011-11-01	2011-11-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/97	97	98.cpd	/p15140coll41/image/98.cpd
