Title	Creator	Contributors	Date	Physical Description	Notes	Railroad	City	State/Province	Language	Type	Subjects	Coverage	Digital Collection	Repository	Repository Collection Guide	Call Number / Shelving Location	Cite As	Restrictions	Contact and Ordering Information	Digital Format	Digital Reproduction Information	Item Number	Item URL	Collection URL	Cataloged Date / Cataloger Initials	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Mansfield (1983): Kansas City Southern			1983			Kansas City Southern Railway Company	Mansfield (La.)	Louisiana	English	Image	Railroad stations--Louisiana.			Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4161.pdf	D:79 Folder 8	Louisiana Railroad Depot Photograph Collection, Mss. 4161, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the 'Item number' or 'Item URL' in your request.	JPG	Scanned on Epson 11000 as 600dpi TIFF; Converted with Photoshop to a 150dpi JPG; CONTENTdm upload processed as a JP2 file						2015-01-16	2015-04-23	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll79/id/99	99	100.jp2	/p16313coll79/image/100.jp2
Mansfield (1910): Texas and Pacific			1910			Texas & Pacific Railway	Mansfield (La.)	Louisiana	English	Image	Railroad stations--Louisiana.			Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4161.pdf	D:79 Folder 8	Louisiana Railroad Depot Photograph Collection, Mss. 4161, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the 'Item number' or 'Item URL' in your request.	JPG	Scanned on Epson 11000 as 600dpi TIFF; Converted with Photoshop to a 150dpi JPG; CONTENTdm upload processed as a JP2 file						2015-01-16	2015-04-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll79/id/100	100	101.jp2	/p16313coll79/image/101.jp2
Pleasant Hill (1942): Texas and Pacific			1942			Texas & Pacific Railway	Pleasant Hill (La.)	Louisiana	English	Image	Railroad stations--Louisiana; Ford automobile; Steam locomotives--Louisiana			Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4161.pdf	D:79 Folder  Folder 11	Louisiana Railroad Depot Photograph Collection, Mss. 4161, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the 'Item number' or 'Item URL' in your request.	JPG	Scanned on Epson 11000 as 600dpi TIFF; Converted with Photoshop to a 150dpi JPG; CONTENTdm upload processed as a JP2 file						2015-01-16	2015-04-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll79/id/101	101	102.jp2	/p16313coll79/image/102.jp2
Ponchatoula (1968): Illinois Central			1968			Illinois Central Railroad Company	Ponchatoula (La.)	Louisiana	English	Image	Railroad stations--Louisiana; Automobiles--Louisiana			Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4161.pdf	D:79 Folder  Folder 11	Louisiana Railroad Depot Photograph Collection, Mss. 4161, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the 'Item number' or 'Item URL' in your request.	JPG	Scanned on Epson 11000 as 600dpi TIFF; Converted with Photoshop to a 150dpi JPG; CONTENTdm upload processed as a JP2 file						2015-01-16	2015-04-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll79/id/102	102	103.jp2	/p16313coll79/image/103.jp2
Port Allen (1983): Texas and Pacific			1983			Texas & Pacific Railway	Port Allen (La.)	Louisiana	English	Image	Railroad stations--Louisiana.			Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4161.pdf	D:79 Folder  Folder 11	Louisiana Railroad Depot Photograph Collection, Mss. 4161, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the 'Item number' or 'Item URL' in your request.	JPG	Scanned on Epson 11000 as 600dpi TIFF; Converted with Photoshop to a 150dpi JPG; CONTENTdm upload processed as a JP2 file						2015-01-16	2015-04-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll79/id/103	103	104.jp2	/p16313coll79/image/104.jp2
Port Barre (1980?): Missouri Pacific			1980?			Missouri Pacific Railroad Company	Port Barre (La.)	Louisiana	English	Image	Railroad stations--Louisiana; Automobiles--Louisiana			Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4161.pdf	D:79 Folder  Folder 11	Louisiana Railroad Depot Photograph Collection, Mss. 4161, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the 'Item number' or 'Item URL' in your request.	JPG	Scanned on Epson 11000 as 600dpi TIFF; Converted with Photoshop to a 150dpi JPG; CONTENTdm upload processed as a JP2 file						2015-01-16	2015-04-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll79/id/104	104	105.jp2	/p16313coll79/image/105.jp2
Rayne (1939): Texas and New Orleans			1939			Texas and New Orleans Railroad Company	Rayne (La.)	Louisiana	English	Image	Railroad stations--Louisiana.			Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4161.pdf	D:79 Folder 12	Louisiana Railroad Depot Photograph Collection, Mss. 4161, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the 'Item number' or 'Item URL' in your request.	JPG	Scanned on Epson 11000 as 600dpi TIFF; Converted with Photoshop to a 150dpi JPG; CONTENTdm upload processed as a JP2 file						2015-01-16	2015-04-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll79/id/105	105	106.jp2	/p16313coll79/image/106.jp2
Reserve (between 1940 and 1970?): Illinois Central			1940?-1970?			Illinois Central Railroad Company	Reserve (La.)	Louisiana	English	Image	Railroad stations--Louisiana.			Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4161.pdf	D:79 Folder 12	Louisiana Railroad Depot Photograph Collection, Mss. 4161, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the 'Item number' or 'Item URL' in your request.	JPG	Scanned on Epson 11000 as 600dpi TIFF; Converted with Photoshop to a 150dpi JPG; CONTENTdm upload processed as a JP2 file						2015-01-16	2015-04-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll79/id/106	106	107.jp2	/p16313coll79/image/107.jp2
Ruston (1978): Illinois Central			1978			Illinois Central Railroad Company	Ruston (La.)	Louisiana	English	Image	Railroad stations--Louisiana; Pickup trucks--Louisiana			Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4161.pdf	D:79 Folder 12	Louisiana Railroad Depot Photograph Collection, Mss. 4161, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the 'Item number' or 'Item URL' in your request.	JPG	Scanned on Epson 11000 as 600dpi TIFF; Converted with Photoshop to a 150dpi JPG; CONTENTdm upload processed as a JP2 file						2015-01-16	2015-04-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll79/id/107	107	108.jp2	/p16313coll79/image/108.jp2
Ruston (1978): Chicago, Rock Island, and Pacific Railroad			1978			Chicago, Rock Island, and Pacific Railroad Company (1948- )	Ruston (La.)	Louisiana	English	Image	Railroad stations--Louisiana; Automobiles--Louisiana			Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4161.pdf	D:79 Folder 12	Louisiana Railroad Depot Photograph Collection, Mss. 4161, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the 'Item number' or 'Item URL' in your request.	JPG	Scanned on Epson 11000 as 600dpi TIFF; Converted with Photoshop to a 150dpi JPG; CONTENTdm upload processed as a JP2 file						2015-01-16	2015-04-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll79/id/108	108	109.jp2	/p16313coll79/image/109.jp2
Schriever (1978): Southern Pacific			1978			Southern Pacific Company	Schriever (La.)	Louisiana	English	Image	Railroad stations--Louisiana; Pickup trucks--Louisiana			Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4161.pdf	D:79 Folder 12	Louisiana Railroad Depot Photograph Collection, Mss. 4161, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the 'Item number' or 'Item URL' in your request.	JPG	Scanned on Epson 11000 as 600dpi TIFF; Converted with Photoshop to a 150dpi JPG; CONTENTdm upload processed as a JP2 file						2015-01-16	2015-04-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll79/id/109	109	110.jp2	/p16313coll79/image/110.jp2
Shreveport (1910): Texas and Pacific			1910			Texas & Pacific Railway	Shreveport (La.)	Louisiana	English	Image	Railroad stations--Louisiana.			Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4161.pdf	D:79 Folder 12	Louisiana Railroad Depot Photograph Collection, Mss. 4161, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the 'Item number' or 'Item URL' in your request.	JPG	Scanned on Epson 11000 as 600dpi TIFF; Converted with Photoshop to a 150dpi JPG; CONTENTdm upload processed as a JP2 file						2015-01-16	2015-04-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll79/id/110	110	111.jp2	/p16313coll79/image/111.jp2
Shreveport (1968): Central Station			1968				Shreveport (La.)	Louisiana	English	Image	Railroad stations--Louisiana.			Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4161.pdf	D:79 Folder.  Folder 12	Louisiana Railroad Depot Photograph Collection, Mss. 4161, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the 'Item number' or 'Item URL' in your request.	JPG	Scanned on Epson 11000 as 600dpi TIFF; Converted with Photoshop to a 150dpi JPG; CONTENTdm upload processed as a JP2 file						2015-01-16	2015-04-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll79/id/111	111	112.jp2	/p16313coll79/image/112.jp2
Slidell (1980?): Southern			1980?			Southern Pacific Company	Slidell (La.)	Louisiana	English	Image	Railroad stations--Louisiana; Trucks--Louisiana			Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4161.pdf	D:79 Folder 13	Louisiana Railroad Depot Photograph Collection, Mss. 4161, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the 'Item number' or 'Item URL' in your request.	JPG	Scanned on Epson 11000 as 600dpi TIFF; Converted with Photoshop to a 150dpi JPG; CONTENTdm upload processed as a JP2 file						2015-01-16	2015-04-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll79/id/112	112	113.jp2	/p16313coll79/image/113.jp2
Sorrento (1983): Louisiana and Arkansas			1983			Louisiana and Arkansas Railway Company	Sorrento (La.)	Louisiana	English	Image	Railroad stations--Louisiana.			Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4161.pdf	D:79 Folder 13	Louisiana Railroad Depot Photograph Collection, Mss. 4161, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the 'Item number' or 'Item URL' in your request.	JPG	Scanned on Epson 11000 as 600dpi TIFF; Converted with Photoshop to a 150dpi JPG; CONTENTdm upload processed as a JP2 file						2015-01-16	2015-04-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll79/id/113	113	114.jp2	/p16313coll79/image/114.jp2
Spring Hill (1983): Louisiana and Arkansas			1983			Louisiana and Arkansas Railway Company	Spring Hill (La.)	Louisiana	English	Image	Railroad stations--Louisiana.			Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4161.pdf	D:79 Folder 13	Louisiana Railroad Depot Photograph Collection, Mss. 4161, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the 'Item number' or 'Item URL' in your request.	JPG	Scanned on Epson 11000 as 600dpi TIFF; Converted with Photoshop to a 150dpi JPG; CONTENTdm upload processed as a JP2 file						2015-01-16	2015-04-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll79/id/114	114	115.jp2	/p16313coll79/image/115.jp2
St. Francisville (between 1940 and 1960?): Illinois Central			1940?-1960?			Illinois Central Railroad Company	Saint Francisville (La.)	Louisiana	English	Image	Railroad stations--Louisiana.			Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4161.pdf	D:79 Folder 12	Louisiana Railroad Depot Photograph Collection, Mss. 4161, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the 'Item number' or 'Item URL' in your request.	JPG	Scanned on Epson 11000 as 600dpi TIFF; Converted with Photoshop to a 150dpi JPG; CONTENTdm upload processed as a JP2 file						2015-01-16	2015-04-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll79/id/115	115	116.jp2	/p16313coll79/image/116.jp2
Tallulah (1968): Illinois Central			1968			Illinois Central Railroad Company	Tallulah (La.)	Louisiana	English	Image	Railroad stations--Louisiana.			Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4161.pdf	D:79 Folder 13	Louisiana Railroad Depot Photograph Collection, Mss. 4161, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the 'Item number' or 'Item URL' in your request.	JPG	Scanned on Epson 11000 as 600dpi TIFF; Converted with Photoshop to a 150dpi JPG; CONTENTdm upload processed as a JP2 file						2015-01-16	2015-04-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll79/id/116	116	117.jp2	/p16313coll79/image/117.jp2
Tallulah (1968): Missouri Pacific			1968			Missouri Pacific Railroad Company	Tallulah (La.)	Louisiana	English	Image	Railroad stations--Louisiana.			Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4161.pdf	D:79 Folder 13	Louisiana Railroad Depot Photograph Collection, Mss. 4161, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the 'Item number' or 'Item URL' in your request.	JPG	Scanned on Epson 11000 as 600dpi TIFF; Converted with Photoshop to a 150dpi JPG; CONTENTdm upload processed as a JP2 file						2015-01-16	2015-04-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll79/id/117	117	118.jp2	/p16313coll79/image/118.jp2
Tangipahoa (between 1940 and 1960?): Illinois Central			1940?-1960?			Illinois Central Railroad Company	Tangipahoa (La.)	Louisiana	English	Image	Railroad stations--Louisiana.			Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4161.pdf	D:79 Folder 13	Louisiana Railroad Depot Photograph Collection, Mss. 4161, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the 'Item number' or 'Item URL' in your request.	JPG	Scanned on Epson 11000 as 600dpi TIFF; Converted with Photoshop to a 150dpi JPG; CONTENTdm upload processed as a JP2 file						2015-01-16	2015-04-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll79/id/118	118	119.jp2	/p16313coll79/image/119.jp2
Urania (1909): Missouri Pacific			1909			Missouri Pacific Railway Company	Urania (La.)	Louisiana	English	Image	Railroad stations--Louisiana.			Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4161.pdf	D:79 Folder 13	Louisiana Railroad Depot Photograph Collection, Mss. 4161, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the 'Item number' or 'Item URL' in your request.	JPG	Scanned on Epson 11000 as 600dpi TIFF; Converted with Photoshop to a 150dpi JPG; CONTENTdm upload processed as a JP2 file						2015-01-16	2015-04-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll79/id/119	119	120.jp2	/p16313coll79/image/120.jp2
Villa Platte (between 1965 and 1970?): Missouri Pacific			1965?-1970?			Missouri Pacific Railroad Company	Ville Platte (La.)	Louisiana	English	Image	Railroad stations--Louisiana; Automobiles--Louisiana			Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4161.pdf	D:79 Folder 14	Louisiana Railroad Depot Photograph Collection, Mss. 4161, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the 'Item number' or 'Item URL' in your request.	JPG	Scanned on Epson 11000 as 600dpi TIFF; Converted with Photoshop to a 150dpi JPG; CONTENTdm upload processed as a JP2 file						2015-01-16	2015-04-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll79/id/120	120	121.jp2	/p16313coll79/image/121.jp2
Vinton (1967): Sothern Pacific			1967			Southern Pacific Company	Vinton (La.)	Louisiana	English	Image	Railroad stations--Louisiana.			Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4161.pdf	D:79 Folder 14	Louisiana Railroad Depot Photograph Collection, Mss. 4161, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the 'Item number' or 'Item URL' in your request.	JPG	Scanned on Epson 11000 as 600dpi TIFF; Converted with Photoshop to a 150dpi JPG; CONTENTdm upload processed as a JP2 file						2015-01-16	2015-04-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll79/id/121	121	122.jp2	/p16313coll79/image/122.jp2
Vivian (1968): Kansas City Southern			1968			Kansas City Southern Railway Company	Vivian (La.)	Louisiana	English	Image	Railroad stations--Louisiana.			Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4161.pdf	D:79 Folder 14	Louisiana Railroad Depot Photograph Collection, Mss. 4161, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the 'Item number' or 'Item URL' in your request.	JPG	Scanned on Epson 11000 as 600dpi TIFF; Converted with Photoshop to a 150dpi JPG; CONTENTdm upload processed as a JP2 file						2015-01-16	2015-04-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll79/id/122	122	123.jp2	/p16313coll79/image/123.jp2
Welsh (between 1960 and 1970?): Southern Pacific			1960?-1970?			Southern Pacific Company	Welsh (La.)	Louisiana	English	Image	Railroad stations--Louisiana.			Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4161.pdf	D:79 Folder 14	Louisiana Railroad Depot Photograph Collection, Mss. 4161, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the 'Item number' or 'Item URL' in your request.	JPG	Scanned on Epson 11000 as 600dpi TIFF; Converted with Photoshop to a 150dpi JPG; CONTENTdm upload processed as a JP2 file						2015-01-16	2015-04-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll79/id/123	123	124.jp2	/p16313coll79/image/124.jp2
