Title	Photographer	Date	Physical Description	Notes	Subjects	Type	Digital Collection	Repository	Repository Collection Guide	Call Number/ Shelving Location	Cite as	Restrictions	Contact and Ordering Information	Digital Format	Digital Reproduction Information	Item Number	Item URL	Collection URL	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Hanson's Canal La	Unknown	1920?	Black and white photograph mounted on paper	The photograph album (unbound) contains 103 black and white prints mounted on paper. The images show scenes from several locations in Louisiana during the 1920s.	Canals--Louisiana--Photographs.	Image	Col. Joseph S. Tate Photograph Album	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	(http://www.lib.lsu.edu/special/findaid/4963.pdf)	65:2	Col. Joseph S. Tate Photograph Album, Mss. 4963, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html   Mention the “Item number” or “Item URL” in your request.	JPEG	Digitized using a Microtek flatbed scanner.	4963090	See 'reference url' on the navigation bar above.	http://www.louisianadigitallibrary.org/cdm/search/collection/p16313coll56		2014-03-21	2014-03-21	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll56/id/89	89	90.jp2	/p16313coll56/image/90.jp2
Ward's Woods Avery Island	Unknown	1920?	Black and white photograph mounted on paper	The photograph album (unbound) contains 103 black and white prints mounted on paper. The images show scenes from several locations in Louisiana during the 1920s.	Avery Island (La.)--Photographs.	Image	Col. Joseph S. Tate Photograph Album	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	(http://www.lib.lsu.edu/special/findaid/4963.pdf)	65:2	Col. Joseph S. Tate Photograph Album, Mss. 4963, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html   Mention the “Item number” or “Item URL” in your request.	JPEG	Digitized using a Microtek flatbed scanner.	4963091	See 'reference url' on the navigation bar above.	http://www.louisianadigitallibrary.org/cdm/search/collection/p16313coll56		2014-03-21	2014-03-21	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll56/id/90	90	91.jp2	/p16313coll56/image/91.jp2
Old slave's quarters - Avery Island, La.	Unknown	1920?	Black and white photograph mounted on paper	The photograph album (unbound) contains 103 black and white prints mounted on paper. The images show scenes from several locations in Louisiana during the 1920s.	Avery Island (La.)--Photographs.; Slaves--Dwellings--Louisiana--Avery Island.	Image	Col. Joseph S. Tate Photograph Album	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	(http://www.lib.lsu.edu/special/findaid/4963.pdf)	65:2	Col. Joseph S. Tate Photograph Album, Mss. 4963, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html   Mention the “Item number” or “Item URL” in your request.	JPEG	Digitized using a Microtek flatbed scanner.	4963092	See 'reference url' on the navigation bar above.	http://www.louisianadigitallibrary.org/cdm/search/collection/p16313coll56		2014-03-21	2014-03-21	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll56/id/91	91	92.jp2	/p16313coll56/image/92.jp2
Young girl patting dog	Unknown	1920?	Black and white photograph mounted on paper	The photograph album (unbound) contains 103 black and white prints mounted on paper. The images show scenes from several locations in Louisiana during the 1920s.	Children--Louisiana--Photographs.	Image	Col. Joseph S. Tate Photograph Album	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	(http://www.lib.lsu.edu/special/findaid/4963.pdf)	65:2	Col. Joseph S. Tate Photograph Album, Mss. 4963, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html   Mention the “Item number” or “Item URL” in your request.	JPEG	Digitized using a Microtek flatbed scanner.	4963093	See 'reference url' on the navigation bar above.	http://www.louisianadigitallibrary.org/cdm/search/collection/p16313coll56		2014-03-21	2014-03-21	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll56/id/92	92	93.jp2	/p16313coll56/image/93.jp2
Margaret Avery	Unknown	1920?	Black and white photograph mounted on paper	The photograph album (unbound) contains 103 black and white prints mounted on paper. The images show scenes from several locations in Louisiana during the 1920s.	Avery Island (La.)--Photographs.; Children--Louisiana--Avery Island--Photographs.	Image	Col. Joseph S. Tate Photograph Album	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	(http://www.lib.lsu.edu/special/findaid/4963.pdf)	65:2	Col. Joseph S. Tate Photograph Album, Mss. 4963, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html   Mention the “Item number” or “Item URL” in your request.	JPEG	Digitized using a Microtek flatbed scanner.	4963094	See 'reference url' on the navigation bar above.	http://www.louisianadigitallibrary.org/cdm/search/collection/p16313coll56		2014-03-21	2014-03-21	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll56/id/93	93	94.jp2	/p16313coll56/image/94.jp2
Herons	Unknown	1920?	Black and white photograph mounted on paper	The photograph album (unbound) contains 103 black and white prints mounted on paper. The images show scenes from several locations in Louisiana during the 1920s.	Herons--Louisiana--Photographs.	Image	Col. Joseph S. Tate Photograph Album	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	(http://www.lib.lsu.edu/special/findaid/4963.pdf)	65:2	Col. Joseph S. Tate Photograph Album, Mss. 4963, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html   Mention the “Item number” or “Item URL” in your request.	JPEG	Digitized using a Microtek flatbed scanner.	4963095	See 'reference url' on the navigation bar above.	http://www.louisianadigitallibrary.org/cdm/search/collection/p16313coll56		2014-03-21	2014-03-21	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll56/id/94	94	95.jp2	/p16313coll56/image/95.jp2
Herons	Unknown	1920?	Black and white photograph mounted on paper	The photograph album (unbound) contains 103 black and white prints mounted on paper. The images show scenes from several locations in Louisiana during the 1920s.	Herons--Louisiana--Photographs.	Image	Col. Joseph S. Tate Photograph Album	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	(http://www.lib.lsu.edu/special/findaid/4963.pdf)	65:2	Col. Joseph S. Tate Photograph Album, Mss. 4963, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html   Mention the “Item number” or “Item URL” in your request.	JPEG	Digitized using a Microtek flatbed scanner.	4963096	See 'reference url' on the navigation bar above.	http://www.louisianadigitallibrary.org/cdm/search/collection/p16313coll56		2014-03-21	2014-03-21	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll56/id/95	95	96.jp2	/p16313coll56/image/96.jp2
Herons	Unknown	1920?	Black and white photograph mounted on paper	The photograph album (unbound) contains 103 black and white prints mounted on paper. The images show scenes from several locations in Louisiana during the 1920s.	Herons--Louisiana--Photographs.	Image	Col. Joseph S. Tate Photograph Album	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	(http://www.lib.lsu.edu/special/findaid/4963.pdf)	65:2	Col. Joseph S. Tate Photograph Album, Mss. 4963, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html   Mention the “Item number” or “Item URL” in your request.	JPEG	Digitized using a Microtek flatbed scanner.	4963097	See 'reference url' on the navigation bar above.	http://www.louisianadigitallibrary.org/cdm/search/collection/p16313coll56		2014-03-21	2014-03-21	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll56/id/96	96	97.jp2	/p16313coll56/image/97.jp2
Heron in flight	Unknown	1920?	Black and white photograph mounted on paper	The photograph album (unbound) contains 103 black and white prints mounted on paper. The images show scenes from several locations in Louisiana during the 1920s.	Herons--Louisiana--Photographs.	Image	Col. Joseph S. Tate Photograph Album	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	(http://www.lib.lsu.edu/special/findaid/4963.pdf)	65:2	Col. Joseph S. Tate Photograph Album, Mss. 4963, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html   Mention the “Item number” or “Item URL” in your request.	JPEG	Digitized using a Microtek flatbed scanner.	4963098	See 'reference url' on the navigation bar above.	http://www.louisianadigitallibrary.org/cdm/search/collection/p16313coll56		2014-03-21	2014-03-21	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll56/id/97	97	98.jp2	/p16313coll56/image/98.jp2
Morgan City, La.	Unknown	1920?	Black and white photograph mounted on paper	The photograph album (unbound) contains 103 black and white prints mounted on paper. The images show scenes from several locations in Louisiana during the 1920s.	Bridges--Louisiana--Morgan City--Photographs.; Morgan City (La.)--Photographs.	Image	Col. Joseph S. Tate Photograph Album	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	(http://www.lib.lsu.edu/special/findaid/4963.pdf)	65:2	Col. Joseph S. Tate Photograph Album, Mss. 4963, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html   Mention the “Item number” or “Item URL” in your request.	JPEG	Digitized using a Microtek flatbed scanner.	4963099	See 'reference url' on the navigation bar above.	http://www.louisianadigitallibrary.org/cdm/search/collection/p16313coll56		2014-03-21	2014-03-21	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll56/id/98	98	99.jp2	/p16313coll56/image/99.jp2
Levy’s General Merchandise store, location unknown	Unknown	1920?	Black and white photograph mounted on paper	The photograph album (unbound) contains 103 black and white prints mounted on paper. The images show scenes from several locations in Louisiana during the 1920s.	General stores--Louisiana--Photographs.; Horse-drawn vehicles--Louisiana--Photographs.	Image	Col. Joseph S. Tate Photograph Album	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	(http://www.lib.lsu.edu/special/findaid/4963.pdf)	65:2	Col. Joseph S. Tate Photograph Album, Mss. 4963, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html   Mention the “Item number” or “Item URL” in your request.	JPEG	Digitized using a Microtek flatbed scanner.	4963100	See 'reference url' on the navigation bar above.	http://www.louisianadigitallibrary.org/cdm/search/collection/p16313coll56		2014-03-21	2014-03-21	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll56/id/99	99	100.jp2	/p16313coll56/image/100.jp2
Bay Natchez, [Iberia Parish,] La.	Unknown	1920?	Black and white photograph mounted on paper	The photograph album (unbound) contains 103 black and white prints mounted on paper. The images show scenes from several locations in Louisiana during the 1920s.	Bay Natchez (La.)--Photographs.; Small houses--Louisiana--Photographs.; Waterfronts--Louisiana--Photographs.	Image	Col. Joseph S. Tate Photograph Album	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	(http://www.lib.lsu.edu/special/findaid/4963.pdf)	65:2	Col. Joseph S. Tate Photograph Album, Mss. 4963, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html   Mention the “Item number” or “Item URL” in your request.	JPEG	Digitized using a Microtek flatbed scanner.	4963101	See 'reference url' on the navigation bar above.	http://www.louisianadigitallibrary.org/cdm/search/collection/p16313coll56		2014-03-21	2014-03-21	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll56/id/100	100	101.jp2	/p16313coll56/image/101.jp2
Sanitarium – St. Francisville	Unknown	1920?	Black and white photograph mounted on paper	The photograph album (unbound) contains 103 black and white prints mounted on paper. The images show scenes from several locations in Louisiana during the 1920s.	Sanitarium – St. Francisville.; Saint Francisville (La.)--Photographs.; Sanatoriums--Photographs.; Streetscapes (Urban design)--Louisiana-- Photographs.	Image	Col. Joseph S. Tate Photograph Album	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	(http://www.lib.lsu.edu/special/findaid/4963.pdf)	65:2	Col. Joseph S. Tate Photograph Album, Mss. 4963, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html   Mention the “Item number” or “Item URL” in your request.	JPEG	Digitized using a Microtek flatbed scanner.	4963102	See 'reference url' on the navigation bar above.	http://www.louisianadigitallibrary.org/cdm/search/collection/p16313coll56		2014-03-21	2014-03-21	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll56/id/101	101	102.jp2	/p16313coll56/image/102.jp2
Grace Episcopal Church (Saint Francisville, La.)	Unknown	1920?	Black and white photograph mounted on paper	The photograph album (unbound) contains 103 black and white prints mounted on paper. The images show scenes from several locations in Louisiana during the 1920s.	Saint Francisville (La.)--Photographs.	Image	Col. Joseph S. Tate Photograph Album	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	(http://www.lib.lsu.edu/special/findaid/4963.pdf)	65:2	Col. Joseph S. Tate Photograph Album, Mss. 4963, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html   Mention the “Item number” or “Item URL” in your request.	JPEG	Digitized using a Microtek flatbed scanner.	4963103	See 'reference url' on the navigation bar above.	http://www.louisianadigitallibrary.org/cdm/search/collection/p16313coll56		2014-03-21	2014-03-21	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll56/id/102	102	103.jp2	/p16313coll56/image/103.jp2
