Title	Creator	Contributors	Date	Dates	Physical Description	Notes	Language	Type	Subjects	Coverage	Digital Collection	Repository	Repository Collection Guide	Call Number / Shelving Location	Cite As	Restrictions	Contact and Ordering Information	Digital Format	Digital Reproduction Information	Item Number	Item URL	Collection URL	Cataloged Date / Cataloger Initials	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Back																									2015-02-19	2015-02-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll57/id/212	212	213.jp2	/p16313coll57/image/213.jp2
Landry Tract, St. John the Baptist Parish			unknown		Map.	Undated survey sketch of properties on right bank of Mississippi River in St. John the Baptist Parish, Louisiana. Hand-drawn on ruled paper. Shows landowners' names. Scale not given.	English	Image	Real property--Louisiana--St. John the Baptist Parish--Surveys.; Landowners--Louisiana--St. John the Baptist Parish--Maps.		William Waller Survey Collection	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/3592m.pdf	Range 104, folder 04	William Waller Survey Collection, Mss.  3592, 3910, 4326, Louisiana and  Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Access to unprocessed collections requires the permission of the curator, subject to   Special Collections’  Policy on Access to Unprocessed Collections   (http://www.lib.lsu.edu/special/about/unprocessed.html)	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the “Item number” or “Item URL” in your request.	JPEG	Digitized using a Canon EOS 5D Mark II.	3592ra104f04i45_Landry Tract St John Baptist Parish a	See 'reference URL' in the navigation bar.				2015-04-09	2015-04-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll57/id/213	213	214.cpd	/p16313coll57/image/214.cpd
Front																									2015-02-19	2015-02-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll57/id/214	214	215.jp2	/p16313coll57/image/215.jp2
Back																									2015-02-19	2015-02-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll57/id/215	215	216.jp2	/p16313coll57/image/216.jp2
Loudon and McHugh Advertisement	Levy Bros., & Simon, printer.		unknown		1 advertisement (1 page).	1-page advertisement for Loudon & McHugh, general merchants in Zachary, Louisiana. Undated. Full text of advertisement: 'Live and let live. Good luck to all who deal with Loudon & McHugh, dealers in general merchandise, Zachary, La.'	English	Image	Advertising--Louisiana--Zachary.; Retail trade--Louisiana--Zachary.; Loudon and McHugh (Firm)		William Waller Survey Collection	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/3592m.pdf	Range 105, folder 04	William Waller Survey Collection, Mss.  3592, 3910, 4326, Louisiana and  Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Access to unprocessed collections requires the permission of the curator, subject to   Special Collections’  Policy on Access to Unprocessed Collections   (http://www.lib.lsu.edu/special/about/unprocessed.html)	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the “Item number” or “Item URL” in your request.	JPEG	Digitized using a Canon EOS 5D Mark II.	3592ra104f04i30_Loudon and McHugh Ad a	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll57	10/19/2014 rlh		2015-04-09	2015-04-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll57/id/216	216	217.cpd	/p16313coll57/image/217.cpd
Copy 2																									2015-02-19	2015-02-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll57/id/217	217	218.jp2	/p16313coll57/image/218.jp2
Copy 1																									2015-02-19	2015-02-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll57/id/218	218	219.jp2	/p16313coll57/image/219.jp2
Map of Baton Rouge, La., 1855	Gill, Michael		1855		Map; hand drawn and colored.	Map of Baton Rouge, Louisiana. Lists specific neighborhoods within the city. Much of text and dimensions blurred with age. Some landowners' names given. Business directory on right hand portion of map. Scale 1:3,600.	English	Image	Baton Rouge (La.)--History--Maps.; Historic neighborhoods--Baton Rouge (La.)--Maps.		William Waller Survey Collection	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/3592m.pdf	Range 104, folder 08	William Waller Survey Collection, Mss.  3592, 3910, 4326, Louisiana and  Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Access to unprocessed collections requires the permission of the curator, subject to   Special Collections’  Policy on Access to Unprocessed Collections   (http://www.lib.lsu.edu/special/about/unprocessed.html)	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the “Item number” or “Item URL” in your request.	JPEG	Digitized using a Canon EOS 5D Mark II.	3592ra104f08i09_Baton_Rouge	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll57	10/17/2014 rlh		2015-04-10	2015-04-10	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll57/id/219	219	220.cpd	/p16313coll57/image/220.cpd
Page 1			1795																						2015-04-07	2015-04-07	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll57/id/220	220	221.jp2	/p16313coll57/image/221.jp2
Page 2			1795																						2015-04-07	2015-04-07	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll57/id/221	221	222.jp2	/p16313coll57/image/222.jp2
Map of Louisiana 31-Q-9, 1795	Trudeau, Charles Laveau		1795	1790; 1791; 1795; 1797	Map.	Map showing plats of real property of various landowners between 1790 and 1797. 'Luisiana 1795, Distrito de Baton Rouge'--Note in script at far left margin of map. Earlier date, 1790, referenced in upper right quadrant of map: 'By Carlos Trudeau 1790.' Handwritten note in center of map: 'Copies of old Spanish plats of Gayoso de Llemos &c adjoining Baton Rouge.'	English	Image			William Waller Survey Collection	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/3592m.pdf		William Waller Survey Collection, Mss.  3592, 3910, 4326, Louisiana and  Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Access to unprocessed collections requires the permission of the curator, subject to   Special Collections’  Policy on Access to Unprocessed Collections   (http://www.lib.lsu.edu/special/about/unprocessed.html)	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the “Item number” or “Item URL” in your request.	JPEG	Digitized using a Canon EOS 5D Mark II.		See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll57			2015-04-10	2015-04-10	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll57/id/222	222	223.cpd	/p16313coll57/image/223.cpd
Front																									2015-02-19	2015-02-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll57/id/223	223	224.jp2	/p16313coll57/image/224.jp2
Back																									2015-02-19	2015-02-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll57/id/224	224	225.jp2	/p16313coll57/image/225.jp2
McKowen Place heirs			1891		Map.	Cadastral survey of lands in East Feliciana Parish, Louisiana, conducted for the McKowen heirs. Very heavily annotated. Undated. Scale not given.	English	Image	Real property--Louisiana--East Feliciana Parish--Maps.; Landowners--Louisiana--East Feliciana Parish--Surveys.		William Waller Survey Collection	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/3592m.pdf	Range 104, folder 04	William Waller Survey Collection, Mss.  3592, 3910, 4326, Louisiana and  Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Access to unprocessed collections requires the permission of the curator, subject to   Special Collections’  Policy on Access to Unprocessed Collections   (http://www.lib.lsu.edu/special/about/unprocessed.html)	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the “Item number” or “Item URL” in your request.	JPEG	Digitized using a Canon EOS 5D Mark II.	3592ra104f04i33_McKowen Place Heirs	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll57	10/19/2014 rlh		2015-04-09	2015-04-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll57/id/225	225	226.cpd	/p16313coll57/image/226.cpd
Front																									2015-02-19	2015-02-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll57/id/229	229	230.jp2	/p16313coll57/image/230.jp2
Back																									2015-02-19	2015-02-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll57/id/230	230	231.jp2	/p16313coll57/image/231.jp2
Mt. Pleasant, East Baton Rouge Parish, La			1875		Map.	Undated plat map showing property in the Mt. Pleasant area of East Baton Rouge Parish, near present-day Zachary, Louisiana. Oriented with north at top of map. Bounded on the west by the Mississippi River (shaded in blue). Scale not given.	English	Image	Real property--Louisiana--East Baton Rouge Parish--Maps.		William Waller Survey Collection	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/3592m.pdf	Range 104, folder 04	William Waller Survey Collection, Mss.  3592, 3910, 4326, Louisiana and  Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Access to unprocessed collections requires the permission of the curator, subject to   Special Collections’  Policy on Access to Unprocessed Collections   (http://www.lib.lsu.edu/special/about/unprocessed.html)	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the “Item number” or “Item URL” in your request.	JPEG	Digitized using a Canon EOS 5D Mark II.	3592ra104f04i28_Mt Pleasant	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll57			2015-04-09	2015-04-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll57/id/231	231	232.cpd	/p16313coll57/image/232.cpd
Front																									2015-02-19	2015-02-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll57/id/232	232	233.jp2	/p16313coll57/image/233.jp2
Back																									2015-02-19	2015-02-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll57/id/233	233	234.jp2	/p16313coll57/image/234.jp2
Natchitoches Parish survey			unknown		Map; hand drawn and colored.	Undated cadastral map of properties in Natchitoches Parish, Louisiana. Oriented with norh at the top. Bounded on the west and south by the Cane River, and on the east by the Red River. Gives names of landowners and extent of holdings. Scale not given.	English	Image	Real property--Natchitoches Parish--Surveys.;  Landowners-- Natchitoches Parish--Surveys.		William Waller Survey Collection	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/3592m.pdf	Range 104, folder 04	William Waller Survey Collection, Mss.  3592, 3910, 4326, Louisiana and  Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Access to unprocessed collections requires the permission of the curator, subject to   Special Collections’  Policy on Access to Unprocessed Collections   (http://www.lib.lsu.edu/special/about/unprocessed.html)	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the “Item number” or “Item URL” in your request.	JPEG	Digitized using a Canon EOS 5D Mark II.	3592ra104f04i50_Natchitoches a	See 'reference URL' in the navigation bar.				2015-04-09	2015-04-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll57/id/234	234	235.cpd	/p16313coll57/image/235.cpd
Front																									2015-02-19	2015-02-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll57/id/235	235	236.jp2	/p16313coll57/image/236.jp2
Back																									2015-02-19	2015-02-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll57/id/236	236	237.jp2	/p16313coll57/image/237.jp2
Philip Hicky property survey, 1811			1811		Map; hand drawn and colored.	Survey of property of Philip Hicky in East Baton Rouge Parish, Louisiana. Scale not given.	English	Image	Real property--Louisiana--East Baton Rouge Parish--Surveys.; Landowners--Louisiana--East Baton Rouge Parish--Maps.; Hicky, Philip, 1778-1859.		William Waller Survey Collection	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/3592m.pdf	Range 104, folder 04	William Waller Survey Collection, Mss.  3592, 3910, 4326, Louisiana and  Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Access to unprocessed collections requires the permission of the curator, subject to   Special Collections’  Policy on Access to Unprocessed Collections   (http://www.lib.lsu.edu/special/about/unprocessed.html)	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the “Item number” or “Item URL” in your request.	JPEG	Digitized using a Canon EOS 5D Mark II.	3592ra104f04i62_Survey 1811	See 'reference URL' in the navigation bar.				2015-04-09	2015-04-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll57/id/237	237	238.cpd	/p16313coll57/image/238.cpd
