Hidden Title	Title	Photographer	Date	Compound	Description	Subjects	Notes	Original Format/Size	Digital Collection	Digital Format	Collection Source	Repository Collection Guide	Repository	Restrictions	Cite As	Contact and Ordering Information	Item Number	Item URL	Collection URL	Type	General Type	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
	023 - Jackson Square - bird's eye view	McPherson & Oliver, No. 132 Canal Street, New Orleans	ca. 1864	Yes		Urban landscapes--Louisiana--New Orleans--Photographs;United States--History--Civil War, 1861-1865--Photographs;Parks--New Orleans (La.)--Photographs;New Orleans (La.)--Photographs;McPherson, William D., photographer;McPherson & Oliver (Studio : New Orleans, La.)	The camera stands in the Cabildo looking at a diagonal across Jackson Square toward the river. Blue 2 cent tax stamp on verso cancelled, 16/9/1864.	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410023v	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2008-01-10	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/65	65	66.jpg	/LSU_MDP/image/66.jpg
	024 - Jackson Square - bird's eye view	McPherson & Oliver, No. 132 Canal Street, New Orleans	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Urban landscapes--Louisiana--New Orleans--Photographs;New Orleans (La.)--Photographs;McPherson, William D., photographer;McPherson & Oliver (Studio : New Orleans, La.)	The camera stands in the upstream Pontalba Building looking across Jackson Square at the downstream Pontalba Building.	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410024r	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2007-07-05	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/66	66	67.jpg	/LSU_MDP/image/67.jpg
	024 - Jackson Square - bird's eye view	McPherson & Oliver, No. 132 Canal Street, New Orleans	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Urban landscapes--Louisiana--New Orleans--Photographs;New Orleans (La.)--Photographs;McPherson, William D., photographer;McPherson & Oliver (Studio : New Orleans, La.)	The camera stands in the upstream Pontalba Building looking across Jackson Square at the downstream Pontalba Building.	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410024v	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2007-07-05	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/67	67	68.jpg	/LSU_MDP/image/68.jpg
	025 - Jackson Square from foot of levee	McPherson & Oliver, No. 132 Canal Street, New Orleans	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Urban landscapes--Louisiana--New Orleans--Photographs;New Orleans (La.)--Photographs;McPherson, William D., photographer;McPherson & Oliver (Studio : New Orleans, La.)	none	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410025r	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/68	68	69.jpg	/LSU_MDP/image/69.jpg
	025 - Jackson Square from foot of levee	McPherson & Oliver, No. 132 Canal Street, New Orleans	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Urban landscapes--Louisiana--New Orleans--Photographs;New Orleans (La.)--Photographs;McPherson, William D., photographer;McPherson & Oliver (Studio : New Orleans, La.)	none	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410025v	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/69	69	70.jpg	/LSU_MDP/image/70.jpg
	026 - Jackson Monument at Chalmette	S.T. Blessing, No. 24 Chartres Street, New Orleans	ca. 1864	Yes		Chalmette Unit, Jean Lafitte National Historical Park and Preserve (La.)--Photographs;Chalmette Monument (Chalmette, La.)--Photographs;United States--History--Civil War, 1861-1865--Photographs;S.T. Blessing (Studio : New Orleans, La.);Blessing, Samuel T., 1832-1897, photographer	none	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410026r	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2008-01-10	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/70	70	71.jpg	/LSU_MDP/image/71.jpg
	026 - Jackson Monument at Chalmette	S.T. Blessing, No. 24 Chartres Street, New Orleans	ca. 1864	Yes		Chalmette Unit, Jean Lafitte National Historical Park and Preserve (La.)--Photographs;Chalmette Monument (Chalmette, La.)--Photographs;United States--History--Civil War, 1861-1865--Photographs;S.T. Blessing (Studio : New Orleans, La.); Blessing, Samuel T., 1832-1897, photographer	none	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410026v	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2008-01-10	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/71	71	72.jpg	/LSU_MDP/image/72.jpg
	027 - Camp Street from Canal	unknown	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Urban landscapes--Louisiana--New Orleans--Photographs;New Orleans (La.)--Photographs	Blue 2 cent tax stamp on verso cancelled, 16/9/1864.	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410027r	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/72	72	73.jpg	/LSU_MDP/image/73.jpg
	027 - Camp Street from Canal	unknown	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Urban landscapes--Louisiana--New Orleans--Photographs;New Orleans (La.)--Photographs	Blue 2 cent tax stamp on verso cancelled, 16/9/1864.	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410027v	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/73	73	74.jpg	/LSU_MDP/image/74.jpg
	028 - Esplanade Street	unknown	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;New Orleans (La.)--Photographs;Urban landscapes--Louisiana--New Orleans--Photographs	Blue 2 cent tax stamp on verso cancelled, 16/9/1864.	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410028r	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2007-07-05	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/74	74	75.jpg	/LSU_MDP/image/75.jpg
