Title	Subject	Author	Date Written	Date on Item	Location	Type	Language	Author's Profession or Status	Rights	Item Number	Cite As	Source	Repository Collection	Repository	Transcription	Contact and Ordering Information	Restrictions	Item URL	Collection URL	Publisher	Contributors	Description	Notes	Format	Identifier	Relation	Coverage-Temporal	Cataloger	Cataloged Date	Viewer Information	Image Resolution (Archival)	Image Bit-Depth (Archival)	Color Mode (Archival)	Extent (Archival)	Image Manipulation (Archival)	File Size (Archival)	Hardware/Software (Archival)	Digitized By	Digitized Date	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
742-1-1-09011793_Page 2	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803															E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html  Mention the "Item number" or "Item URL" in your request.																									2009-12-03	2009-12-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/187	187	188.jp2	/p15140coll6/image/188.jp2
742-1-1-09011793_Page 3	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803															E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html  Mention the "Item number" or "Item URL" in your request.																									2009-12-03	2009-12-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/188	188	189.jp2	/p15140coll6/image/189.jp2
742-1-2-09brumaire1794_Page 1	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803															E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html  Mention the "Item number" or "Item URL" in your request.																									2009-12-03	2009-12-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/189	189	190.jp2	/p15140coll6/image/190.jp2
742-1-2-14brumaire1794_Page 1	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803															E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html  Mention the "Item number" or "Item URL" in your request.																									2009-12-03	2009-12-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/190	190	191.jp2	/p15140coll6/image/191.jp2
742-1-2-15nivose1795_Page 1	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803															E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html  Mention the "Item number" or "Item URL" in your request.																									2009-12-03	2009-12-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/191	191	192.jp2	/p15140coll6/image/192.jp2
742-1-2-20nivose1795_Page 1	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803															E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html  Mention the "Item number" or "Item URL" in your request.																									2009-12-03	2009-12-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/192	192	193.jp2	/p15140coll6/image/193.jp2
742-1-2-23brumaire1794_Page 1	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803															E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html  Mention the "Item number" or "Item URL" in your request.																									2009-12-03	2009-12-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/193	193	194.jp2	/p15140coll6/image/194.jp2
742-1-2-23brumaire1794_Page 2	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803															E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html  Mention the "Item number" or "Item URL" in your request.																									2009-12-03	2009-12-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/194	194	195.jp2	/p15140coll6/image/195.jp2
742-1-1-0516_Page 1	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803															E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html  Mention the "Item number" or "Item URL" in your request.																									2009-12-03	2009-12-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/195	195	196.jp2	/p15140coll6/image/196.jp2
742-1-1-0516_Page 2	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803															E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html  Mention the "Item number" or "Item URL" in your request.																									2009-12-03	2009-12-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/196	196	197.jp2	/p15140coll6/image/197.jp2
742-1-1-0516_Page 3	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803															E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html  Mention the "Item number" or "Item URL" in your request.																									2009-12-03	2009-12-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/197	197	198.jp2	/p15140coll6/image/198.jp2
742-1-1-06051793_Page 1	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803															E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html  Mention the "Item number" or "Item URL" in your request.																									2009-12-03	2009-12-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/198	198	199.jp2	/p15140coll6/image/199.jp2
742-1-1-06051793_Page 2	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803															E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html  Mention the "Item number" or "Item URL" in your request.																									2009-12-03	2009-12-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/199	199	200.jp2	/p15140coll6/image/200.jp2
742-1-1-0730_Page 1	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803															E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html  Mention the "Item number" or "Item URL" in your request.																									2009-12-03	2009-12-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/200	200	201.jp2	/p15140coll6/image/201.jp2
