Title	Issue	Author	Volume	Publication Date	Call Number	Subject	Contributor	Publisher	Description	Collection Information	Copyright	Type	Format	Language	Relation	Coverage	Cite As	Repository Collection Guide	File Name	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Sugar Bulletin 1925-08-15	22	American Sugar Cane League	3	1925	SB215 .S89	Sugar trade--United States--Periodicals.; Sugarcane industry--United States--Periodicals.; Sugar growing--Periodicals		American Sugar Cane League, New Orleans, La.	The Sugar Bulletin is the official organ of the American Sugar Cane League of the U.S.A., Inc. The monthly publication is  a communication tool to keep American Sugar Cane League members up to date on the on goings of the industry.		This item is in the public domain.										2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll31/id/1997	1997	1998.pdf	/p16313coll31/image/1998.pdf
Sugar Bulletin 1925-09-01	23	American Sugar Cane League	3	1925	SB215 .S89	Sugar trade--United States--Periodicals.; Sugarcane industry--United States--Periodicals.; Sugar growing--Periodicals		American Sugar Cane League, New Orleans, La.	The Sugar Bulletin is the official organ of the American Sugar Cane League of the U.S.A., Inc. The monthly publication is  a communication tool to keep American Sugar Cane League members up to date on the on goings of the industry.		This item is in the public domain.										2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll31/id/1998	1998	1999.pdf	/p16313coll31/image/1999.pdf
Sugar Bulletin 1948-11-15	4	American Sugar Cane League	27	1948	SB215 .S89	Sugar trade--United States--Periodicals.; Sugarcane industry--United States--Periodicals.; Sugar growing--Periodicals		American Sugar Cane League, New Orleans, La.	The Sugar Bulletin is the official organ of the American Sugar Cane League of the U.S.A., Inc. The monthly publication is  a communication tool to keep American Sugar Cane League members up to date on the on goings of the industry.		This item is in the public domain.										2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll31/id/1999	1999	2000.pdf	/p16313coll31/image/2000.pdf
Sugar Bulletin 1925-09-15	24	American Sugar Cane League	3	1925	SB215 .S89	Sugar trade--United States--Periodicals.; Sugarcane industry--United States--Periodicals.; Sugar growing--Periodicals		American Sugar Cane League, New Orleans, La.	The Sugar Bulletin is the official organ of the American Sugar Cane League of the U.S.A., Inc. The monthly publication is  a communication tool to keep American Sugar Cane League members up to date on the on goings of the industry.		This item is in the public domain.										2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll31/id/2000	2000	2001.pdf	/p16313coll31/image/2001.pdf
Sugar Bulletin 1925-10-01	1	American Sugar Cane League	4	1925	SB215 .S89	Sugar trade--United States--Periodicals.; Sugarcane industry--United States--Periodicals.; Sugar growing--Periodicals		American Sugar Cane League, New Orleans, La.	The Sugar Bulletin is the official organ of the American Sugar Cane League of the U.S.A., Inc. The monthly publication is  a communication tool to keep American Sugar Cane League members up to date on the on goings of the industry.		This item is in the public domain.										2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll31/id/2001	2001	2002.pdf	/p16313coll31/image/2002.pdf
Sugar Bulletin 1925-10-15	2	American Sugar Cane League	4	1925	SB215 .S89	Sugar trade--United States--Periodicals.; Sugarcane industry--United States--Periodicals.; Sugar growing--Periodicals		American Sugar Cane League, New Orleans, La.	The Sugar Bulletin is the official organ of the American Sugar Cane League of the U.S.A., Inc. The monthly publication is  a communication tool to keep American Sugar Cane League members up to date on the on goings of the industry.		This item is in the public domain.										2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll31/id/2002	2002	2003.pdf	/p16313coll31/image/2003.pdf
Sugar Bulletin 1925-11-01	3	American Sugar Cane League	4	1925	SB215 .S89	Sugar trade--United States--Periodicals.; Sugarcane industry--United States--Periodicals.; Sugar growing--Periodicals		American Sugar Cane League, New Orleans, La.	The Sugar Bulletin is the official organ of the American Sugar Cane League of the U.S.A., Inc. The monthly publication is  a communication tool to keep American Sugar Cane League members up to date on the on goings of the industry.		This item is in the public domain.										2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll31/id/2003	2003	2004.pdf	/p16313coll31/image/2004.pdf
Sugar Bulletin 1925-11-15	4	American Sugar Cane League	4	1925	SB215 .S89	Sugar trade--United States--Periodicals.; Sugarcane industry--United States--Periodicals.; Sugar growing--Periodicals		American Sugar Cane League, New Orleans, La.	The Sugar Bulletin is the official organ of the American Sugar Cane League of the U.S.A., Inc. The monthly publication is  a communication tool to keep American Sugar Cane League members up to date on the on goings of the industry.		This item is in the public domain.										2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll31/id/2004	2004	2005.pdf	/p16313coll31/image/2005.pdf
Sugar Bulletin 1925-12-01	5	American Sugar Cane League	4	1925	SB215 .S89	Sugar trade--United States--Periodicals.; Sugarcane industry--United States--Periodicals.; Sugar growing--Periodicals		American Sugar Cane League, New Orleans, La.	The Sugar Bulletin is the official organ of the American Sugar Cane League of the U.S.A., Inc. The monthly publication is  a communication tool to keep American Sugar Cane League members up to date on the on goings of the industry.		This item is in the public domain.										2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll31/id/2005	2005	2006.pdf	/p16313coll31/image/2006.pdf
Sugar Bulletin 1925-12-15	6	American Sugar Cane League	4	1925	SB215 .S89	Sugar trade--United States--Periodicals.; Sugarcane industry--United States--Periodicals.; Sugar growing--Periodicals		American Sugar Cane League, New Orleans, La.	The Sugar Bulletin is the official organ of the American Sugar Cane League of the U.S.A., Inc. The monthly publication is  a communication tool to keep American Sugar Cane League members up to date on the on goings of the industry.		This item is in the public domain.										2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll31/id/2006	2006	2007.pdf	/p16313coll31/image/2007.pdf
Sugar Bulletin 1926-01-01	7	American Sugar Cane League	4	1926	SB215 .S89	Sugar trade--United States--Periodicals.; Sugarcane industry--United States--Periodicals.; Sugar growing--Periodicals		American Sugar Cane League, New Orleans, La.	The Sugar Bulletin is the official organ of the American Sugar Cane League of the U.S.A., Inc. The monthly publication is  a communication tool to keep American Sugar Cane League members up to date on the on goings of the industry.		This item is in the public domain.										2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll31/id/2007	2007	2008.pdf	/p16313coll31/image/2008.pdf
Sugar Bulletin 1926-01-15	8	American Sugar Cane League	4	1926	SB215 .S89	Sugar trade--United States--Periodicals.; Sugarcane industry--United States--Periodicals.; Sugar growing--Periodicals		American Sugar Cane League, New Orleans, La.	The Sugar Bulletin is the official organ of the American Sugar Cane League of the U.S.A., Inc. The monthly publication is  a communication tool to keep American Sugar Cane League members up to date on the on goings of the industry.		This item is in the public domain.										2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll31/id/2008	2008	2009.pdf	/p16313coll31/image/2009.pdf
Sugar Bulletin 1948-12-01	5	American Sugar Cane League	27	1948	SB215 .S89	Sugar trade--United States--Periodicals.; Sugarcane industry--United States--Periodicals.; Sugar growing--Periodicals		American Sugar Cane League, New Orleans, La.	The Sugar Bulletin is the official organ of the American Sugar Cane League of the U.S.A., Inc. The monthly publication is  a communication tool to keep American Sugar Cane League members up to date on the on goings of the industry.		This item is in the public domain.										2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll31/id/2009	2009	2010.pdf	/p16313coll31/image/2010.pdf
Sugar Bulletin 1926-02-01	9	American Sugar Cane League	4	1926	SB215 .S89	Sugar trade--United States--Periodicals.; Sugarcane industry--United States--Periodicals.; Sugar growing--Periodicals		American Sugar Cane League, New Orleans, La.	The Sugar Bulletin is the official organ of the American Sugar Cane League of the U.S.A., Inc. The monthly publication is  a communication tool to keep American Sugar Cane League members up to date on the on goings of the industry.		This item is in the public domain.										2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll31/id/2010	2010	2011.pdf	/p16313coll31/image/2011.pdf
Sugar Bulletin 1926-02-15	10	American Sugar Cane League	4	1926	SB215 .S89	Sugar trade--United States--Periodicals.; Sugarcane industry--United States--Periodicals.; Sugar growing--Periodicals		American Sugar Cane League, New Orleans, La.	The Sugar Bulletin is the official organ of the American Sugar Cane League of the U.S.A., Inc. The monthly publication is  a communication tool to keep American Sugar Cane League members up to date on the on goings of the industry.		This item is in the public domain.										2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll31/id/2011	2011	2012.pdf	/p16313coll31/image/2012.pdf
Sugar Bulletin 1926-03-01	11	American Sugar Cane League	4	1926	SB215 .S89	Sugar trade--United States--Periodicals.; Sugarcane industry--United States--Periodicals.; Sugar growing--Periodicals		American Sugar Cane League, New Orleans, La.	The Sugar Bulletin is the official organ of the American Sugar Cane League of the U.S.A., Inc. The monthly publication is  a communication tool to keep American Sugar Cane League members up to date on the on goings of the industry.		This item is in the public domain.										2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll31/id/2012	2012	2013.pdf	/p16313coll31/image/2013.pdf
Sugar Bulletin 1926-03-15	12	American Sugar Cane League	4	1926	SB215 .S89	Sugar trade--United States--Periodicals.; Sugarcane industry--United States--Periodicals.; Sugar growing--Periodicals		American Sugar Cane League, New Orleans, La.	The Sugar Bulletin is the official organ of the American Sugar Cane League of the U.S.A., Inc. The monthly publication is  a communication tool to keep American Sugar Cane League members up to date on the on goings of the industry.		This item is in the public domain.										2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll31/id/2013	2013	2014.pdf	/p16313coll31/image/2014.pdf
Sugar Bulletin 1926-03-15	13	American Sugar Cane League	4	1926	SB215 .S89	Sugar trade--United States--Periodicals.; Sugarcane industry--United States--Periodicals.; Sugar growing--Periodicals		American Sugar Cane League, New Orleans, La.	The Sugar Bulletin is the official organ of the American Sugar Cane League of the U.S.A., Inc. The monthly publication is  a communication tool to keep American Sugar Cane League members up to date on the on goings of the industry.		This item is in the public domain.										2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll31/id/2014	2014	2015.pdf	/p16313coll31/image/2015.pdf
Sugar Bulletin 1926-04-15	14	American Sugar Cane League	4	1926	SB215 .S89	Sugar trade--United States--Periodicals.; Sugarcane industry--United States--Periodicals.; Sugar growing--Periodicals		American Sugar Cane League, New Orleans, La.	The Sugar Bulletin is the official organ of the American Sugar Cane League of the U.S.A., Inc. The monthly publication is  a communication tool to keep American Sugar Cane League members up to date on the on goings of the industry.		This item is in the public domain.										2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll31/id/2015	2015	2016.pdf	/p16313coll31/image/2016.pdf
Sugar Bulletin 1926-05-01	15	American Sugar Cane League	4	1926	SB215 .S89	Sugar trade--United States--Periodicals.; Sugarcane industry--United States--Periodicals.; Sugar growing--Periodicals		American Sugar Cane League, New Orleans, La.	The Sugar Bulletin is the official organ of the American Sugar Cane League of the U.S.A., Inc. The monthly publication is  a communication tool to keep American Sugar Cane League members up to date on the on goings of the industry.		This item is in the public domain.										2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll31/id/2016	2016	2017.pdf	/p16313coll31/image/2017.pdf
