Title	Creator	Contributors	Date	Publisher	Subject	Coverage	Description	Notes	Language	Type	Repository	Restrictions	Cite As	Format	Contact and Ordering Information	Object File Name	Item URL	Collection URL	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Northslope Borough dredge locations	Walker, H. J. (Harley Jesse), 1921-		1980		North Slope Borough (Alaska)	70.22,-150.50			en	Image	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Colville River Delta, Alaska Collection, LOUISiana Digital Library, Baton Rouge, La.		E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	cd000030	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_CRD.php?CISOROOT=/CRD		2004-08-13	2004-08-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CRD/id/28	28	7553816782003_cd000030.gif	/CRD/image/7553816782003_cd000030.gif
Tundra runway	Walker, H. J. (Harley Jesse), 1921-		1982		Engineering;Microfeature;Airports;Transportation;Sediment transport;	70.22,-150.50			en	Image	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Colville River Delta, Alaska Collection, LOUISiana Digital Library, Baton Rouge, La.		E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	cd000031	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_CRD.php?CISOROOT=/CRD		2004-08-13	2004-08-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CRD/id/29	29	9433816782003_cd000031.gif	/CRD/image/9433816782003_cd000031.gif
Nechelik dredge channel	Walker, H. J. (Harley Jesse), 1921-		1990		Dredging;Dredge channels;River morphology;	70.22,-150.50			en	Image	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Colville River Delta, Alaska Collection, LOUISiana Digital Library, Baton Rouge, La.		E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	cd000032	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_CRD.php?CISOROOT=/CRD		2004-08-13	2004-08-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CRD/id/30	30	833916782003_cd000032.gif	/CRD/image/833916782003_cd000032.gif
Tundra runway characteristics	Walker, H. J. (Harley Jesse), 1921-		1982		Transportation;Active layer;Engineering;Sediment transport;	70.22,-150.50			en	Image	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Colville River Delta, Alaska Collection, LOUISiana Digital Library, Baton Rouge, La.		E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	cd000033	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_CRD.php?CISOROOT=/CRD		2004-08-13	2004-08-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CRD/id/31	31	2403916782003_cd000033.gif	/CRD/image/2403916782003_cd000033.gif
Channel Dredging	Walker, H. J. (Harley Jesse), 1921-		1990		Dredging;Colville River Delta (Alaska);River morphology;Dredge channels;	70.22,-150.50			en	Image	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Colville River Delta, Alaska Collection, LOUISiana Digital Library, Baton Rouge, La.		E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	cd000034	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_CRD.php?CISOROOT=/CRD		2004-08-13	2004-08-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CRD/id/32	32	4273916782003_cd000034.gif	/CRD/image/4273916782003_cd000034.gif
Winter snow profiles	Walker, H. J. (Harley Jesse), 1921-		1991		Snow;Geomorphology;Climate;	70.22,-150.50			en	Image	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Colville River Delta, Alaska Collection, LOUISiana Digital Library, Baton Rouge, La.		E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	cd000035	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_CRD.php?CISOROOT=/CRD		2004-08-13	2004-08-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CRD/id/33	33	5993916782003_cd000035.gif	/CRD/image/5993916782003_cd000035.gif
Snow melt and thaw depth	Walker, H. J. (Harley Jesse), 1921-	Harris, M. K.	1991		Snow;Active layer;Climate;	70.22,-150.50			en	Image	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Colville River Delta, Alaska Collection, LOUISiana Digital Library, Baton Rouge, La.		E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	cd000036	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_CRD.php?CISOROOT=/CRD		2004-08-13	2004-08-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CRD/id/34	34	7553916782003_cd000036.gif	/CRD/image/7553916782003_cd000036.gif
Snow thickness	Walker, H. J. (Harley Jesse), 1921-		1991		Snow;Colville River Delta (Alaska);Climate;	70.22,-150.50			en	Image	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Colville River Delta, Alaska Collection, LOUISiana Digital Library, Baton Rouge, La.		E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	cd000037	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_CRD.php?CISOROOT=/CRD		2004-08-13	2004-08-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CRD/id/35	35	9273916782003_cd000037.gif	/CRD/image/9273916782003_cd000037.gif
Wind and head of Colville Delta	Walker, H. J. (Harley Jesse), 1921-		1991		Winds;Colville River Delta (Alaska);Climate;	70.22,-150.50			en	Image	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Colville River Delta, Alaska Collection, LOUISiana Digital Library, Baton Rouge, La.		E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	cd000038	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_CRD.php?CISOROOT=/CRD		2004-08-13	2004-08-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CRD/id/36	36	1154016782003_cd000038.gif	/CRD/image/1154016782003_cd000038.gif
Oliktok climate	Walker, H. J. (Harley Jesse), 1921-		1991		Climate;Oliktok;Temperature;Precipitation;	70.22			en	Image	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Colville River Delta, Alaska Collection, LOUISiana Digital Library, Baton Rouge, La.		E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	cd000039	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_CRD.php?CISOROOT=/CRD		2004-08-13	2004-08-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CRD/id/37	37	2714016782003_cd000039.gif	/CRD/image/2714016782003_cd000039.gif
Colville river outline	Walker, H. J. (Harley Jesse), 1921-		1991		Hydrology;Colville River Delta (Alaska)	70.22,-150.50			en	Image	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Colville River Delta, Alaska Collection, LOUISiana Digital Library, Baton Rouge, La.		E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	cd000040	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_CRD.php?CISOROOT=/CRD		2004-08-13	2004-08-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CRD/id/38	38	4434016782003_cd000040.gif	/CRD/image/4434016782003_cd000040.gif
World river comparisons	Walker, H. J. (Harley Jesse), 1921-		1991		Rivers, Hydrology;Colville River Delta (Alaska)	70.22,-150.50	World river comparison.		eng.	Image	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Colville River Delta, Alaska Collection, LOUISiana Digital Library, Baton Rouge, La.		E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	cd000041	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_CRD.php?CISOROOT=/CRD		2004-08-13	2004-08-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CRD/id/39	39	5994016782003_cd000041.gif	/CRD/image/5994016782003_cd000041.gif
The hydrologic year	Walker, H. J. (Harley Jesse), 1921-		1991		Hydrology;Colville River Delta (Alaska);Seasonal variation;Breakup;	70.22,-150.50			en	Image	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Colville River Delta, Alaska Collection, LOUISiana Digital Library, Baton Rouge, La.		E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	cd000042	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_CRD.php?CISOROOT=/CRD		2004-08-13	2004-08-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CRD/id/40	40	7554016782003_cd000042.gif	/CRD/image/7554016782003_cd000042.gif
