Title	Creator	Contributors	Subject(s)	Description	Notes	Publisher	Date	Type	Series	Digital Reproduction Information	Item URL	Repository	Language	Relation	Coverage-Spatial	Coverage-Temporal	Restrictions	Cataloger	Cataloged Date	Object File Name	Contact and Ordering Information	Image Bit-Depth (Archival)	Color Mode (Archival)	Extent (Archival)	Image Manipulation (Archival)	File Size (Archival)	Hardware/Software (Archival)	Digitized By	Digitized Date	Collection URL	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Program commemorating fifty years of coeducation at Louisiana State University, 1906-1956.		Tidwell, Terri. Coeducation at LSU.	Louisiana State University and Agricultural and Mechanical College--Students--History.; Women college students--Louisiana--Baton Rouge--History.	Program for events commemorating the 50th anniversary of coeducation at Louisiana State University, March 16-18, 1956. Includes "Coeducation at LSU" by Terri Tidwell.	Cover title.		1956	text	Programs		See 'reference url' on the navigation bars.	Louisiana State University Libraries, Special Collections	en				Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.									http://www.lib.lsu.edu/special/archives/digital		2009-03-17	2009-08-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/87	87	88.cpd	/p120701coll24/image/88.cpd
Library dedication program.			Troy H. Middleton Library (Baton Rouge, La.); Louisiana State University and Agricultural and Mechanical College--Centennial celebrations, etc.	Program for the dedication of the LSU Centennial Library, the first formal event of the centennial at LSU, October 19-24, 1959. It was renamed the Troy H. Middleton Library in 1979.			1959	text	Programs		See 'reference url' on the navigation bars.	Louisiana State University Libraries, Special Collections	en				Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.									http://www.lib.lsu.edu/special/archives/digital		2009-03-18	2009-08-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/99	99	100.cpd	/p120701coll24/image/100.cpd
Jubilee banquet tendered the officers and guests at the celebration of the semi-centennial of the Louisiana State University.			Louisiana State University and Agricultural and Mechanical College--Anniversaries, etc.	Program for a banquet celebrating the 50th anniversary of the foundation of LSU held on January 3, 1910.	Office of the President Records, RG# A0002, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.		1910	image	Programs		See 'reference url' on the navigation bars.	Louisiana State University Libraries, Special Collections	en				Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.									http://www.lib.lsu.edu/special/archives/digital		2009-03-18	2009-08-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/106	106	107.cpd	/p120701coll24/image/107.cpd
LSU at mid-century : a dedication of new buildings and conferences on higher education.			Louisiana State University and Agricultural and Mechanical College--Buildings.; Education, Higher--Louisiana--Baton Rouge--Congresses.	Program for the dedication of the Agricultural Engineering Building, Agronomy-Horticulture Building, William B. Hatcher Hall, Campbell G. Hodges Hall, William P. Johnston Hall, and East and West Halls, as well as conferences on subjects in higher education held on April 13-14, 1950.			1950	image	Programs		See 'reference url' on the navigation bars.	Louisiana State University Libraries, Special Collections	en				Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.									http://www.lib.lsu.edu/special/archives/digital		2009-03-18	2009-08-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/123	123	124.cpd	/p120701coll24/image/124.cpd
This is LSU.			Louisiana State University and Agricultural and Mechanical College--Pictorial works.	A pictorial introduction to the history, programs, research, and service work of LSU in 1960.	Cover title.		1960	image	Programs		See 'reference url' on the navigation bars.	Louisiana State University Libraries, Special Collections	en				Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.									http://www.lib.lsu.edu/special/archives/digital		2009-03-20	2009-08-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/167	167	168.cpd	/p120701coll24/image/168.cpd
uacomm010p01_Front Cover										Imagery digitally captured with a digiBook 10000RGB scanner at 600 dpi and saved as TIFF.  Enhanced with PhotoShop 6.0.  Converted to JPEG.	See 'reference url' on the navigation bars.	Louisiana State University Libraries, Special Collections					Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.									http://www.lib.lsu.edu/special/archives/digital		2009-04-27	2009-04-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/168	168	169.jpg	/p120701coll24/image/169.jpg
uacomm010p02_Page 1										Imagery digitally captured with a digiBook 10000RGB scanner at 600 dpi and saved as TIFF.  Enhanced with PhotoShop 6.0.  Converted to JPEG.	See 'reference url' on the navigation bars.	Louisiana State University Libraries, Special Collections					Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.									http://www.lib.lsu.edu/special/archives/digital		2009-04-27	2009-04-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/169	169	170.jpg	/p120701coll24/image/170.jpg
uacomm010p03_Page 2										Imagery digitally captured with a digiBook 10000RGB scanner at 600 dpi and saved as TIFF.  Enhanced with PhotoShop 6.0.  Converted to JPEG.	See 'reference url' on the navigation bars.	Louisiana State University Libraries, Special Collections					Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.									http://www.lib.lsu.edu/special/archives/digital		2009-04-27	2009-04-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/170	170	171.jpg	/p120701coll24/image/171.jpg
uacomm010p04_Page 3										Imagery digitally captured with a digiBook 10000RGB scanner at 600 dpi and saved as TIFF.  Enhanced with PhotoShop 6.0.  Converted to JPEG.	See 'reference url' on the navigation bars.	Louisiana State University Libraries, Special Collections					Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.									http://www.lib.lsu.edu/special/archives/digital		2009-04-27	2009-04-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/171	171	172.jpg	/p120701coll24/image/172.jpg
uacomm010p05_Page 4										Imagery digitally captured with a digiBook 10000RGB scanner at 600 dpi and saved as TIFF.  Enhanced with PhotoShop 6.0.  Converted to JPEG.	See 'reference url' on the navigation bars.	Louisiana State University Libraries, Special Collections					Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.									http://www.lib.lsu.edu/special/archives/digital		2009-04-27	2009-04-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/172	172	173.jpg	/p120701coll24/image/173.jpg
