Title	Date	Description of Original	Notes	Type	Subjects	Digital Collection	Repository	Shelving Location	Cite As	Restrictions	Contact and Ordering Information	Item URL	Collection URL	Digital Reproduction Information	Digitizer	Cataloged Date / Dataloger Initials	File Name	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Box 1, Folder 1, Page 07 Photo A		Photo A of page 7 of photo album from folder 1 in box 1. Custom House, 90 Years Old, New Orleans, LA. (undated).				John B. Heroman, Sr. photograph collection, circa 1885-1940	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 1, Folder 1, Page 07 Photo A)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-02-03	2015-02-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2006	2006	2056.jp2	/p16313coll81/image/2056.jp2
Box 1, Folder 1, Page 07 Photo B		Photo B of page 7 of photo album from folder 1 in box 1. Courtyard of Spanish Cabildo, New Orleans, LA. (undated).				John B. Heroman, Sr. photograph collection, circa 1885-1940	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 1, Folder 1, Page 07 Photo B)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-02-03	2015-02-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2007	2007	2057.jp2	/p16313coll81/image/2057.jp2
Box 1, Folder 1, Page 07 Photo C		Photo C of page 7 of photo album from folder 1 in box 1. Charters St, Main Thorofare of Old French Town, New Orleans, LA. (undated).				John B. Heroman, Sr. photograph collection, circa 1885-1940	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 1, Folder 1, Page 07 Photo C)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-02-03	2015-02-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2008	2008	2058.jp2	/p16313coll81/image/2058.jp2
Box 1, Folder 1, Page 08		Page 8 of photo album from folder 1 in box 1. Birdseyeview of Business Section New Orleans, LA. Lee Circle and Bienville Hotel, New Orleans, LA. (Marie Louise Burke?). (undated).				John B. Heroman, Sr. photograph collection, circa 1885-1940	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 1, Folder 1, Page 08)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-02-03	2015-02-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2009	2009	2059.jp2	/p16313coll81/image/2059.jp2
Box 1, Folder 1, Page 08 Photo A		Photo A of page 8 of photo album from folder 1 in box 1. Birdseyeview of Business Section New Orleans, LA. (undated).				John B. Heroman, Sr. photograph collection, circa 1885-1940	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 1, Folder 1, Page 08 Photo A)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-02-03	2015-02-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2010	2010	2060.jp2	/p16313coll81/image/2060.jp2
Box 1, Folder 1, Page 08 Photo B		Photo B of page 8 of photo album from folder 1 in box 1. Lee Circle and Bienville Hotel, New Orleans, LA. (undated).				John B. Heroman, Sr. photograph collection, circa 1885-1940	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 1, Folder 1, Page 08 Photo B)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-02-03	2015-02-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2011	2011	2061.jp2	/p16313coll81/image/2061.jp2
Box 1, Folder 1, Page 08 Photo C		Photo C of page 8 of photo album from folder 1 in box 1. (Marie Louise Burke?). (undated).				John B. Heroman, Sr. photograph collection, circa 1885-1940	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 1, Folder 1, Page 08 Photo C)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-02-03	2015-02-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2012	2012	2062.jp2	/p16313coll81/image/2062.jp2
Box 1, Folder 1, Page 09		Page 9 of photo album from folder 1 in box 1. (..orline - Kathryn, Eloise, H. and Uncle Fred, Mamma Aunt Ethel - Courin, Sam, G. Mayday?) (undated).				John B. Heroman, Sr. photograph collection, circa 1885-1940	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 1, Folder 1, Page 09)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-02-26	2015-02-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2013	2013	2063.jp2	/p16313coll81/image/2063.jp2
Box 1, Folder 1, Page 10		Page 10 of photo album from folder 1 in box 1. (M. Herring - Mrs. De' Couir, Mr. Malaney, Mr. Xm, Dupuy, Kathryn, Eloise, J.B., Mrs. Mar, M.B, Cave, Aunt Ethel, Uncle Raffayette, C...ami, C. Mayday?), (J.B. Annie Lee, Eloise?). (undated).				John B. Heroman, Sr. photograph collection, circa 1885-1940	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 1, Folder 1, Page 10)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-03-06	2015-03-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2014	2014	2064.jp2	/p16313coll81/image/2064.jp2
Box 1, Folder 1, Page 10 Photo A		Photo A of page 10 of photo album from folder 1 in box 1. (M. Herring - Mrs. De' Couir, Mr. Malaney, Mr. Xm, Dupuy, Kathryn, Eloise, J.B., Mrs. Mar, M.B, Cave, Aunt Ethel, Uncle Raffayette, C...ami, C. Mayday?). (undated).;				John B. Heroman, Sr. photograph collection, circa 1885-1940	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 1, Folder 1, Page 10 Photo A)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-03-06	2015-03-06	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2015	2015	2065.jp2	/p16313coll81/image/2065.jp2
