Title	Date	Summary	Author	Index Terms	Author's Biographical Information	Addressee's Biographical Information	Finding Aid	Cite as	Repository	Transcriptions/Translations Note	Restrictions	Donor Information	Contact and Ordering Information	Item URL	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Armand Allard Duplantier to Eduvige Allard Duplantier, 1802 Sept. 15	1802-09-15	Armand Allard Duplantier, Baton Rouge, announces to his sister, Eduvige Allard Duplantier, Voiron, France, that he has married the Widow Joyce, about whom he had been speaking in letters.  He talks favorably of her and his late wife, and he voices hopes for their blended family.  The writer expresses an interest in living at Falque, France, where his wife could learn household-management skills from the recipient.  Duplantier comments, 'The Creoles in general don't know much [about running a household], and the European way of life and that of here are so different that a Creole woman would find herself very embarrassed there!'  The writer speaks of his daughter and of his second wife's two children, a son ready for 'college' and a 13-year-old daughter.  The addresser speculates that his sons Armand and Guy must be with the addressee, and he shows particular concern for the elder's adapting to European life.  Duplantier sends his regards to the 'penaillon' and to female Cousin Faure.	Duplantier, Armand, 1753-1827.	Duplantier, Armand, 1753-1827--Family.; Duplantier, Constance Joyce.; French--Family relationships--Louisiana.; Colonists--Family relationships--Louisiana.; Remarriage--Louisiana.; Home economics--Louisiana.	Born in Voiron, France, on June 28, 1753, to Joseph Guy Allard du Plantier (1721-1801) and Jeanne Gabrielle Trénonay Allard du Plantier (ca. 1724-1797), Armand Gabriel Allard Duplantier ('Armand, Sr.') came to the Americas in 1778, attached to the Foix Regiment sent to support the American Revolution. He served as an aide-de-camp to General Lafayette. Mustered out of the service in 1780, he attempted to find a commission in the American forces under George Washington but was refused. At the invitation of his uncle Jean-Claude Trénonay, Armand traveled to Louisiana. He first intended to make the trip by sea, but was turned back by the events surrounding the siege of Charleston. He then made the voyage overland, starting in Fort Pitt (now Pittsburgh) and descending the Ohio River. His first expedition down the Ohio turned back under threat of capture by the Shawnee, allies of the British. The second attempt reached Vincennes safely, and from there, Armand gained the Mississippi River, arriving in Pointe Coupee Parish in March 1781. Armand married Augustine Gérard, his uncle's stepdaughter, in July 1781. She bore him seven children, only four of whom survived: Fergus Augustin Duplantier (1783-1844), Armand Allard Duplantier (1785-1862), Guy Allard Duplantier (1791-1835), and Augustine Eulalie Duplantier (1799-1864), wife of Louis Favrot (1788-1876).  Augustine Gérard Duplantier died in 1799 during an outbreak of yellow fever, shortly after giving birth to their surviving daughter.  Three years later, in 1802, Armand married Constance Rochon (d. 1840), widow of John Joyce (d. 1798), and through her gained possession of Magnolia Mound Plantation in Baton Rouge.  Constance bore him five more children: Euphémie Amelia Duplantier (1804-1826), wife of Anthony F. Peniston, Sr. (1796-1826), Augustin Duplantier (1805-1860), Didier Duplantier (1806-1835), Alberic Nicholas Duplantier (1808-1891), and Alfred Joseph Duplantier (1813-1892).  Beginning with the death of his uncle Jean-Claude Trénonay in 1792 and the complications in settling the estate, Armand was involved in continual legal and financial difficulties for the remainder of his life.  He dabbled in land speculation to augment the income from his plantation, but none of his schemes appears to have been successful. In addition, the United States government refused to recognize Spanish land grants in Louisiana, making it impossible for Armand to sell what land he owned before the Louisiana Purchase. With his debts mounting, his wife petitioned the courts for a separation of property in 1814. When Armand died in 1827, he was deeply in debt. His funeral procession included an honor guard from the local garrison in Baton Rouge, in recognition of his service in the American Revolution. Armand is buried in Highland Cemetery in Baton Rouge.		http://www.lib.lsu.edu/special/findaid/5060.pdf	Armand Duplantier Family Letters, Mss. 5060, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special ).	The transcriptions and translations remain true to the nonstandard grammar, punctuation, and spelling of the original documents, with only minimal corrections made in isolated instances for the sake of clarity.	Physical rights are retained by the LSU Libraries. In accordance with U. S. copyright laws, this work is in the public domain.	The Armand Duplantier Family Letters were given by the descendants of Guy Antoine Allard Duplantier, elder brother of Armand Duplantier, to their Louisiana cousins, and subsequently donated to the LSU Libraries.	See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the 'Item number' or 'Item URL' in your request. E-mail lsudiglib@lsu.edu with questions or comments.			2015-03-03	2015-03-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/46	46	47.cpd	/p16313coll34/image/47.cpd
Page 1																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/47	47	48.jp2	/p16313coll34/image/48.jp2
Page 2																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/48	48	49.jp2	/p16313coll34/image/49.jp2
Page 3																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/49	49	50.jp2	/p16313coll34/image/50.jp2
Page 4																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/50	50	51.jp2	/p16313coll34/image/51.jp2
duplantierf04039e_Transcription																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/51	51	52.pdf	/p16313coll34/image/52.pdf
duplantierf04039f_Translation																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/52	52	53.pdf	/p16313coll34/image/53.pdf
Armand Allard Duplantier to Eduvige Allard Duplantier, 1804 June 21	1804-06-21	Armand Allard Duplantier addresses his sister, Eduvige Allard Duplantier, at Le Plantier in Voiron, France.  He states his hopes that Poignand [Poignaud?] will bring a portrait of the Duplantiers' father when he returns to Louisiana, as the man is to accompany the writer's oldest son, Fergus, to Le Plantier before continuing to Grenoble.  The addresser expresses his feelings over finally sending his oldest son to France and hopes that Dupuy will be able to instruct him.  Duplantier refers to his first daughter's stepmother and black nanny as 'her white mother and her black mother,' and he announces that he has a second daughter as well.  He indicates that he is expecting another child (which he believes will be a girl) and that his brother ('Allard') has two sons.  He extends his best to Mme. Faure.	Duplantier, Armand, 1753-1827.	Duplantier, Armand, 1753-1827--Family.; French Americans--Family relationships--Louisiana.; Boys--Education--France.	Born in Voiron, France, on June 28, 1753, to Joseph Guy Allard du Plantier (1721-1801) and Jeanne Gabrielle Trénonay Allard du Plantier (ca. 1724-1797), Armand Gabriel Allard Duplantier ('Armand, Sr.') came to the Americas in 1778, attached to the Foix Regiment sent to support the American Revolution. He served as an aide-de-camp to General Lafayette. Mustered out of the service in 1780, he attempted to find a commission in the American forces under George Washington but was refused. At the invitation of his uncle Jean-Claude Trénonay, Armand traveled to Louisiana. He first intended to make the trip by sea, but was turned back by the events surrounding the siege of Charleston. He then made the voyage overland, starting in Fort Pitt (now Pittsburgh) and descending the Ohio River. His first expedition down the Ohio turned back under threat of capture by the Shawnee, allies of the British. The second attempt reached Vincennes safely, and from there, Armand gained the Mississippi River, arriving in Pointe Coupee Parish in March 1781. Armand married Augustine Gérard, his uncle's stepdaughter, in July 1781. She bore him seven children, only four of whom survived: Fergus Augustin Duplantier (1783-1844), Armand Allard Duplantier (1785-1862), Guy Allard Duplantier (1791-1835), and Augustine Eulalie Duplantier (1799-1864), wife of Louis Favrot (1788-1876).  Augustine Gérard Duplantier died in 1799 during an outbreak of yellow fever, shortly after giving birth to their surviving daughter.  Three years later, in 1802, Armand married Constance Rochon (d. 1840), widow of John Joyce (d. 1798), and through her gained possession of Magnolia Mound Plantation in Baton Rouge.  Constance bore him five more children: Euphémie Amelia Duplantier (1804-1826), wife of Anthony F. Peniston, Sr. (1796-1826), Augustin Duplantier (1805-1860), Didier Duplantier (1806-1835), Alberic Nicholas Duplantier (1808-1891), and Alfred Joseph Duplantier (1813-1892).  Beginning with the death of his uncle Jean-Claude Trénonay in 1792 and the complications in settling the estate, Armand was involved in continual legal and financial difficulties for the remainder of his life.  He dabbled in land speculation to augment the income from his plantation, but none of his schemes appears to have been successful. In addition, the United States government refused to recognize Spanish land grants in Louisiana, making it impossible for Armand to sell what land he owned before the Louisiana Purchase. With his debts mounting, his wife petitioned the courts for a separation of property in 1814. When Armand died in 1827, he was deeply in debt. His funeral procession included an honor guard from the local garrison in Baton Rouge, in recognition of his service in the American Revolution. Armand is buried in Highland Cemetery in Baton Rouge.		http://www.lib.lsu.edu/special/findaid/5060.pdf	Armand Duplantier Family Letters, Mss. 5060, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special ).	The transcriptions and translations remain true to the nonstandard grammar, punctuation, and spelling of the original documents, with only minimal corrections made in isolated instances for the sake of clarity.	Physical rights are retained by the LSU Libraries. In accordance with U. S. copyright laws, this work is in the public domain.	The Armand Duplantier Family Letters were given by the descendants of Guy Antoine Allard Duplantier, elder brother of Armand Duplantier, to their Louisiana cousins, and subsequently donated to the LSU Libraries.	See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the 'Item number' or 'Item URL' in your request. E-mail lsudiglib@lsu.edu with questions or comments.			2015-03-03	2015-03-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/53	53	54.cpd	/p16313coll34/image/54.cpd
Page 1																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/54	54	55.jp2	/p16313coll34/image/55.jp2
Page 2																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/55	55	56.jp2	/p16313coll34/image/56.jp2
Page 3																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/56	56	57.jp2	/p16313coll34/image/57.jp2
Page 4																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/57	57	58.jp2	/p16313coll34/image/58.jp2
duplantierf04047e_Transcription																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/58	58	59.pdf	/p16313coll34/image/59.pdf
duplantierf04047f_Translation																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/59	59	60.pdf	/p16313coll34/image/60.pdf
Armand Allard Duplantier to Eduvige Allard Duplantier, 1807 June 26	1807-06-26	Armand Allard Duplantier, New Orleans, tells his sister, Eduvige Allard Duplantier, Voiron, France, about his daughters, Augustine and Euphémie, mentioning the latter by name for the first time.  He says that Augustine is like the girls' brother Armand and Euphémie like their brother Guy.	Duplantier, Armand, 1753-1827.	Duplantier, Armand, 1753-1827--Family.; French Americans--Family relationships--Louisiana.	Born in Voiron, France, on June 28, 1753, to Joseph Guy Allard du Plantier (1721-1801) and Jeanne Gabrielle Trénonay Allard du Plantier (ca. 1724-1797), Armand Gabriel Allard Duplantier ('Armand, Sr.') came to the Americas in 1778, attached to the Foix Regiment sent to support the American Revolution. He served as an aide-de-camp to General Lafayette. Mustered out of the service in 1780, he attempted to find a commission in the American forces under George Washington but was refused. At the invitation of his uncle Jean-Claude Trénonay, Armand traveled to Louisiana. He first intended to make the trip by sea, but was turned back by the events surrounding the siege of Charleston. He then made the voyage overland, starting in Fort Pitt (now Pittsburgh) and descending the Ohio River. His first expedition down the Ohio turned back under threat of capture by the Shawnee, allies of the British. The second attempt reached Vincennes safely, and from there, Armand gained the Mississippi River, arriving in Pointe Coupee Parish in March 1781. Armand married Augustine Gérard, his uncle's stepdaughter, in July 1781. She bore him seven children, only four of whom survived: Fergus Augustin Duplantier (1783-1844), Armand Allard Duplantier (1785-1862), Guy Allard Duplantier (1791-1835), and Augustine Eulalie Duplantier (1799-1864), wife of Louis Favrot (1788-1876).  Augustine Gérard Duplantier died in 1799 during an outbreak of yellow fever, shortly after giving birth to their surviving daughter.  Three years later, in 1802, Armand married Constance Rochon (d. 1840), widow of John Joyce (d. 1798), and through her gained possession of Magnolia Mound Plantation in Baton Rouge.  Constance bore him five more children: Euphémie Amelia Duplantier (1804-1826), wife of Anthony F. Peniston, Sr. (1796-1826), Augustin Duplantier (1805-1860), Didier Duplantier (1806-1835), Alberic Nicholas Duplantier (1808-1891), and Alfred Joseph Duplantier (1813-1892).  Beginning with the death of his uncle Jean-Claude Trénonay in 1792 and the complications in settling the estate, Armand was involved in continual legal and financial difficulties for the remainder of his life.  He dabbled in land speculation to augment the income from his plantation, but none of his schemes appears to have been successful. In addition, the United States government refused to recognize Spanish land grants in Louisiana, making it impossible for Armand to sell what land he owned before the Louisiana Purchase. With his debts mounting, his wife petitioned the courts for a separation of property in 1814. When Armand died in 1827, he was deeply in debt. His funeral procession included an honor guard from the local garrison in Baton Rouge, in recognition of his service in the American Revolution. Armand is buried in Highland Cemetery in Baton Rouge.		http://www.lib.lsu.edu/special/findaid/5060.pdf	Armand Duplantier Family Letters, Mss. 5060, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special ).	The transcriptions and translations remain true to the nonstandard grammar, punctuation, and spelling of the original documents, with only minimal corrections made in isolated instances for the sake of clarity.	Physical rights are retained by the LSU Libraries. In accordance with U. S. copyright laws, this work is in the public domain.	The Armand Duplantier Family Letters were given by the descendants of Guy Antoine Allard Duplantier, elder brother of Armand Duplantier, to their Louisiana cousins, and subsequently donated to the LSU Libraries.	See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the 'Item number' or 'Item URL' in your request. E-mail lsudiglib@lsu.edu with questions or comments.			2015-03-03	2015-03-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/60	60	61.cpd	/p16313coll34/image/61.cpd
