Title	Creator	Contributors	Publisher	Subjects	Description	Notes	Date	Coverage	Original Format	Format	Language	Object File Name	Repository	Restrictions	Cite As	Contact and Ordering Information	Item URL	Collection URL	Type	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Louisiana State University monthly weather report for September 1934	Russell, Richard Joel, 1895-			Weather--Louisiana State University (Baton Rouge, La.); Louisiana State University (Baton Rouge, La.);		2 p. 14x8.5""			Field notes		en	rj000111	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright is retained in accordance with U. S. copyright laws.	Louisiana Coastal Ecology: Richard J. Russell Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_RJR.php?CISOROOT=/RJR			2004-09-24	2004-09-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/RJR/id/29	29	57339172492004_rj000111.pdf	/RJR/image/57339172492004_rj000111.pdf
Franklin Louisiana climate 1892-1930	Russell, Richard Joel, 1895-			Climatology; Franklin (La.)--Climate;		1 p. 12x5""			Field notes		en	rj000233	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright is retained in accordance with U. S. copyright laws.	Louisiana Coastal Ecology: Richard J. Russell Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_RJR.php?CISOROOT=/RJR			2004-09-24	2004-09-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/RJR/id/30	30	40134172492004_rj000233.jpg	/RJR/image/40134172492004_rj000233.jpg
Louisiana State University monthly weather report for December 1930	Russell, Richard Joel, 1895-			Weather--Louisiana State University (Baton Rouge, La.); Louisiana State University (Baton Rouge, La.);		2 p. 11x8.5""			Field notes		en	rj000150	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright is retained in accordance with U. S. copyright laws.	Louisiana Coastal Ecology: Richard J. Russell Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_RJR.php?CISOROOT=/RJR			2004-09-24	2004-09-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/RJR/id/31	31	9324172492004_rj000150.pdf	/RJR/image/9324172492004_rj000150.pdf
Louisiana State University monthly weather report for June 1931	Russell, Richard Joel, 1895-			Weather--Louisiana State University (Baton Rouge, La.); Louisiana State University (Baton Rouge, La.);		2 p. 11x8.5""			Field notes		en	rj000139	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright is retained in accordance with U. S. copyright laws.	Louisiana Coastal Ecology: Richard J. Russell Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_RJR.php?CISOROOT=/RJR			2004-09-24	2004-09-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/RJR/id/32	32	1510172492004_rj000139.pdf	/RJR/image/1510172492004_rj000139.pdf
Oral history interview, 1998	Adams, Rodney	Louisiana State University (Baton Rouge, La.) Frey Computing Services Center		Russell, Richard Joel, 1985-; Louisiana--Coastal ecology; Louisiana State University (Baton Rouge, La.) Dept. of Geography and Anthropology; Louisiana State University (Baton Rouge, La.) Dept. of Geology; Louisiana State University (Baton Rouge, La.) Coastal Studies Institute;		Video 1 of 2.  Time 000200. Recorded by Joel G. Williams and Patricia R. Vince.	12/8/1998		AudioVisual		en	rj000251	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright is retained in accordance with U. S. copyright laws.	Louisiana Coastal Ecology: Richard J. Russell Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_RJR.php?CISOROOT=/RJR			2004-09-24	2004-09-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/RJR/id/33	33	15137172492004_rj000251.ram	/RJR/image/15137172492004_rj000251.ram
Louisiana Palmetto quadrangle	United States. War Dept. Corps of Engineers	United States. Mississippi River Commission	Engineer Reproduction Plant, U. S. Army, Washington, D. C.	Coastal ecology--Louisiana; Louisiana--Maps; Maps; Palmetto (La.);		21.5x17.57""	1933	W0920000; W0914500; N0304500; N0303000; N30°30'00""/W91°45'00""; N30d30'00""/W91d45'00""	Maps		en	rj000055	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright is retained in accordance with the U. S. copyright laws.	Louisiana Coastal Ecology: Richard J. Russell Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_RJR.php?CISOROOT=/RJR			2004-09-24	2004-09-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/RJR/id/34	34	41629172492004_rj000055.jpg	/RJR/image/41629172492004_rj000055.jpg
Hand drawn map of South Louisiana	Russell, Richard Joel, 1895-			Local geography; Louisiana; Louisiana--Description and travel;		2 p. 9x8.5""			Field notes		en	rj000071	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright is retained in accordance with U. S. copyright laws.	Louisiana Coastal Ecology: Richard J. Russell Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_RJR.php?CISOROOT=/RJR			2004-09-24	2004-09-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/RJR/id/35	35	90131172492004_rj000071.pdf	/RJR/image/90131172492004_rj000071.pdf
Franklinton Louisiana climate 1911-1930	Russell, Richard Joel, 1895-			Climatology; Franklinton (La.)--Climate;		1 p. 12x5""			Field notes		en	rj000234	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright is retained in accordance with U. S. copyright laws.	Louisiana Coastal Ecology: Richard J. Russell Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_RJR.php?CISOROOT=/RJR			2004-09-24	2004-09-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/RJR/id/36	36	65134172492004_rj000234.jpg	/RJR/image/65134172492004_rj000234.jpg
Louisiana State University monthly weather report for November 1933	Russell, Richard Joel, 1895-			Weather--Louisiana State University (Baton Rouge, La.); Louisiana State University (Baton Rouge, La.);		2 p. 14x8.5""			Field notes		en	rj000121	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright is retained in accordance with U. S. copyright laws.	Louisiana Coastal Ecology: Richard J. Russell Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_RJR.php?CISOROOT=/RJR			2004-09-24	2004-09-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/RJR/id/37	37	65148172492004_rj000121.pdf	/RJR/image/65148172492004_rj000121.pdf
St. Joseph Louisiana climate 1907-1930	Russell, Richard Joel, 1895-			Climatology; Saint Joseph (La.)--Climate;		1 p. 12x5""			Field notes		en	rj000207	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright is retained in accordance with U. S. copyright laws.	Louisiana Coastal Ecology: Richard J. Russell Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_RJR.php?CISOROOT=/RJR			2004-09-24	2004-09-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/RJR/id/38	38	91626172492004_rj000207.jpg	/RJR/image/91626172492004_rj000207.jpg
Louisiana - Mississippi Artonish quadrangle	United States, War Dept. Corps of Engineers	United States. Mississippi River Commission	Engineer reproduction Plant, U. S. Army, Washington, D.C.	Maps; Artonish (La.); Coastal ecology --Louisiana; Louisiana--Maps;		21x17.10""	1933	W0914500; W0913000; N0311500; N0310000; N31°00'00""/W91°30'00""; N31d00'00""/W91d30'00""	Maps		en	rj000008	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright is retained in accordance with U. S. Copyright laws.	Louisiana Coastal Ecology: Richard J. Russell Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_RJR.php?CISOROOT=/RJR			2004-09-24	2004-09-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/RJR/id/39	39	44817172492004_rj000008.jpg	/RJR/image/44817172492004_rj000008.jpg
Lafayette, Louisiana climate 1888-1930	Russell, Richard Joel, 1895-			Climatology; Lafayette (La.)--Climate;		1 p. 12x5""			Field notes		en	rj000211	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright is retained in accordance with U. S. copyright laws.	Louisiana Coastal Ecology: Richard J. Russell Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_RJR.php?CISOROOT=/RJR			2004-09-24	2004-09-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/RJR/id/40	40	4128172492004_rj000211.jpg	/RJR/image/4128172492004_rj000211.jpg
Louisiana Pawnee quadrangle	United States. Dept. of the Interior. Geological Survey			Coastal ecology--Louisiana; Louisiana--Maps; Maps; Pawnee (La.);		18.75x16.13""		W0924500; W0923730; N0310000; N0305230; N30°52'30""/W92°37'30""; N30d52'30""/W92d37'30""	Maps		en	rj000056	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright is retained in accordance with U. S. copyright laws.	Louisiana Coastal Ecology: Richard J. Russell Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_RJR.php?CISOROOT=/RJR			2004-09-24	2004-09-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/RJR/id/41	41	66629172492004_rj000056.jpg	/RJR/image/66629172492004_rj000056.jpg
Baton Rouge Louisiana climate 1843-1845, 1847-1860, 1873-1879, 1888-1930	Russell, Richard Joel, 1895-			Climatology; Baton Rouge (La.)--Climate;		1 p. 12x5""			Field notes		en	rj000218	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright is retained in accordance with U. S. copyright laws.	Louisiana Coastal Ecology: Richard J. Russell Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_RJR.php?CISOROOT=/RJR			2004-09-24	2004-09-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/RJR/id/42	42	44830172492004_rj000218.jpg	/RJR/image/44830172492004_rj000218.jpg
Oral history interview, 1999	Walker, H.J. (Harley Jesse), 1921-	Louisiana State University (Baton Rouge, La.) Frey Computing Services Center		Louisiana--Coastal ecology; Louisiana State University (Baton Rouge, La.) Dept. of Geology; Louisiana State University (Baton Rouge, La.) Coastal Studies Institute; Russell, Richard Joel, 1895-; Louisiana State University (Baton Rouge, La.) Dept. of Geography and Anthropology;		Video 1 of 1. Time 001500. Recorded by Joel G. Williams and Patricia R. Vince	1/25/1999		AudioVisual		en	rj000084	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright is retained in accordance with U. S. copyright laws.	Louisiana Coastal Ecology: Richard J. Russell Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_RJR.php?CISOROOT=/RJR			2004-09-24	2004-09-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/RJR/id/43	43	19833172492004_rj000084.ram	/RJR/image/19833172492004_rj000084.ram
