Title	Date	Caption/Description	Notes	Physical description	Cite as	Creator	Subject Headings	Category	Sub-category	Publisher	Restrictions	Repository	Contact and Ordering Information	File Name(s)	File Name	Identifier	Language	Relation	Coverage-Spatial	Coverage-Temporal	Cataloger	Cataloged Date	Viewer Information	Image Resolution (Archival)	Image Bit-Depth (Archival)	Color Mode (Archival)	Extent (Archival)	Image Manipulation (Archival)	File Size (Archival)	Hardware/Software (Archival)	Digitized By	Digitized Date	Object File Name	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
International Fur Merchants, Inc.	1930	International Fur Merchants, Inc. Of Louisiana advertisement.		photograph	Louisiana Conservation Review 1 (1930): 147		Advertising--Louisiana; Hides and skins--Louisiana	Trapping	Hides and Skins	Louisiana. Dept. of Wildlife and Fisheries	Copyright of federal and state documents is in the public domain.	Louisiana State University Libraries	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.																						2010-05-28	2010-05-28	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/334	334	335.jp2	/p15140coll21/image/335.jp2
Jahncket Service Inc. Dredging	1930	Jahncke Service Inc. Dredging advertisement.		photograph	Louisiana Conservation Review 1 (1930): 147		Advertising--Louisiana; Dredging Industry--Louisiana	Engineering	Dredging	Louisiana. Dept. of Wildlife and Fisheries	Copyright of federal and state documents is in the public domain.	Louisiana State University Libraries	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.																						2010-05-28	2010-05-28	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/335	335	336.jp2	/p15140coll21/image/336.jp2
Oyster culling	1932	Culling.		photograph	Louisiana Conservationist 3 (1932): 15		Oyster industry--Louisiana	Fishing-commercial	Oysters	Louisiana. Dept. of Wildlife and Fisheries	Copyright of federal and state documents is in the public domain.	Louisiana State University Libraries	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.																						2010-05-28	2010-05-28	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/336	336	337.jp2	/p15140coll21/image/337.jp2
Salt mining operation, Jefferson Island	1932	Undercutting and drilling in preparation for blasting, Jefferson Island salt mine, Jefferson Island, Louisiana.		photograph	Louisiana Conservationist 3 (1932): 2		Salt mines and mining--Louisiana--Iberia Parish	Mineral extraction	Salt industry and trade	Louisiana. Dept. of Wildlife and Fisheries	Copyright of federal and state documents is in the public domain.	Louisiana State University Libraries	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.																						2010-05-28	2010-05-28	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/337	337	338.jp2	/p15140coll21/image/338.jp2
Shrimp habitat in Louisiana bayous	1932	Shrimp country where forest and marsh meet.  Bayous like this far from the Gulf may be important nursery grounds for the Louisiana shrimp supply.		photograph	Louisiana Conservationist 3 (1932): 30		Waterways--Louisiana	Waterways		Louisiana. Dept. of Wildlife and Fisheries	Copyright of federal and state documents is in the public domain.	Louisiana State University Libraries	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.																						2010-05-28	2010-05-28	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/338	338	339.jp2	/p15140coll21/image/339.jp2
Shrimping on Barataria Bay	1932	Heart of shrimp land, Barataria Bay, La.  During the opening days of the fall fishing season 48 such craft were in sight at one time combing the shallow waters for the large harvest of shrimp.		photograph	Louisiana Conservationist 3 (1932): 31		Shrimp fisheries--Louisiana--Barataria Bay	Fishing-commercial	Shrimp	Louisiana. Dept. of Wildlife and Fisheries	Copyright of federal and state documents is in the public domain.	Louisiana State University Libraries	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.																						2010-05-28	2010-05-28	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/339	339	340.jp2	/p15140coll21/image/340.jp2
Martinez-Mahler Company Raw Furs	1932	Martinez-Mahler Company Raw Furs advertisement.		photograph	Louisiana Conservationist 3 (1932): 36		Advertising--Louisiana; Hides and skins--Louisiana	Trapping	Hides and Skins	Louisiana. Dept. of Wildlife and Fisheries	Copyright of federal and state documents is in the public domain.	Louisiana State University Libraries	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.																						2010-05-28	2010-05-28	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/340	340	341.jp2	/p15140coll21/image/341.jp2
Tarpon caught  by surf casting		Splendid Grand Ecaille caught by surf casting at Wine Island, Louisiana. Photograph copyright by Mr. Henry E. Belden.		photograph	Louisiana Conservationist		Fishing--Louisiana--Terrebonne Parish; Belden; Henry E.; Wine Island (La.;	Fishing-recreational	Other	Louisiana. Dept. of Wildlife and Fisheries	Copyright of federal and state documents is in the public domain.	Louisiana State University Libraries	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.																						2010-05-28	2010-05-28	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/341	341	342.jp2	/p15140coll21/image/342.jp2
Tarpon jumping		The Tarpon Leaps.  The Beginning of the Battle.  Photograph copyright by Mr. Henry E. Belden.		photograph	Louisiana Conservationist		Tarpon fishing--Louisiana; Belden; Henry E.	Fishing-recreational	Oysters	Louisiana. Dept. of Wildlife and Fisheries	Copyright of federal and state documents is in the public domain.	Louisiana State University Libraries	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.																						2010-05-28	2010-05-28	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/342	342	343.jp2	/p15140coll21/image/343.jp2
Lighthouse Reservation Middle Ground Island		The buildings of the lighthouse reservation, Middle Ground Island, Pass-a-l'outre.  The research vessel 'Black Mallard' is shown in the foreground moored at the wharf.		photograph	Louisiana Conservationist		Lighthouses--Mississippi--Claiborne County	Government	Lighthouses	Louisiana. Dept. of Wildlife and Fisheries	Copyright of federal and state documents is in the public domain.	Louisiana State University Libraries	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.																						2010-05-28	2010-05-28	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/343	343	344.jp2	/p15140coll21/image/344.jp2
Game, confiscated		The above photograph shows a group of conservation agents with a large amount confiscated game taken from illegal hunters.  After the disposition of the cases, the game is usually turned over to some charitable institute.  At the left is Captain J.G. Appel, director of the Enforcement Division.		photograph	Louisiana Conservation Review 1 (1942): 7		Duck shooting--Louisiana; Poaching--Louisiana	Hunting	Commercial hunters	Louisiana. Dept. of Wildlife and Fisheries	Copyright of federal and state documents is in the public domain.	Louisiana State University Libraries	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.																						2010-05-28	2010-05-28	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/344	344	345.jp2	/p15140coll21/image/345.jp2
Muskrat pelt counting		A typical scene in trapper's village as the muskrat trapping season gets under way.  In the picture above, trappers are seen checking and counting their catch.		photograph	Louisiana Conservation Review 1 (1942): 1		Hides and skins--Louisiana; Trappers--Louisiana; Trapping--Louisiana	Trapping	Muskrat	Louisiana. Dept. of Wildlife and Fisheries	Copyright of federal and state documents is in the public domain.	Louisiana State University Libraries	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.																						2010-05-28	2010-05-28	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/345	345	346.jp2	/p15140coll21/image/346.jp2
Oyster sacking	1942	Sacking the unexcelled Louisiana oyster which the department is striving to protect and conserve through scientific research.		photograph	Louisiana Conservation Review 1 (1942): 7		Oyster industry--Louisiana; Oysters--Research--Louisiana	Fishing-recreational, Fishes	Oysters, Research	Louisiana. Dept. of Wildlife and Fisheries	Copyright of federal and state documents is in the public domain.	Louisiana State University Libraries	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.																						2010-05-28	2010-05-28	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/346	346	347.jp2	/p15140coll21/image/347.jp2
Spanish moss to market	1942	Louisiana's 'lagniappe' crop goes to market.		photograph	Louisiana Conservation Review 1 (1942): 5		Spanish moss industry--Louisiana	Agriculture	Spanish moss	Louisiana. Dept. of Wildlife and Fisheries	Copyright of federal and state documents is in the public domain.	Louisiana State University Libraries	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.																						2010-05-28	2010-05-28	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/347	347	348.jp2	/p15140coll21/image/348.jp2
Young trapper	1942	The distinction of being probably Louisiana's youngest trapper goes to Mirvan LeBlanc, shown above with his father, John LeBlanc, of Delcambre, Louisiana.  Now 12 years of age, Mirvan has already had two years of trapping experience.  In his first year as a trapper, assisting his father, young LeBlanc trapped about 50 good muskrats, a mink and 3 raccoon.  At the end of the trapping season last year, he had 59 muskrats and one coon to his credit.  Young LeBlanc goes to the Delcambre school and is in the fourth grade.  He has four sisters.  His father has been trapping since he was 12 years of age.		photograph	Louisiana Conservation Review 1 (1942): 3		Trappers--Louisiana--Delcambre	Trapping	Trappers	Louisiana. Dept. of Wildlife and Fisheries	Copyright of federal and state documents is in the public domain.	Louisiana State University Libraries	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.																						2010-05-28	2010-05-28	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/348	348	349.jp2	/p15140coll21/image/349.jp2
Conveyour belt at oyster plant	1955	A loaded oyster lugger moves into the docks of the Southern Shell Fish Company in Harvey as an empty moves out.		photograph	Louisiana Conservation Review 8 (1955): 11		Oyster fisheries--Louisiana--Harvey; Southern Shell Fish Company	Fishing-commercial	Oysters	Louisiana. Dept. of Wildlife and Fisheries	Copyright of federal and state documents is in the public domain.	Louisiana State University Libraries	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.																						2010-05-28	2010-05-28	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/349	349	350.jp2	/p15140coll21/image/350.jp2
