Title	Author	Date	Dates	Physical Description	Description / Notes	Biographical Note	Language	Type	Subjects	Digital Collection	Repository	Repository Collection Guide	Call Number / Shelving Location	Cite as	Restrictions	Contact and Ordering Information	Item URL	Contributors	Publisher	Format	Coverage-Spatial	Coverage-Temporal	Cataloger	Cataloged Date	Object File Name	Viewer Information	Image Resolution (Archival)	Image Bit-Depth (Archival)	Color Mode (Archival)	Extent (Archival)	Image Manipulation (Archival)	File Size (Archival)	Hardware/Software (Archival)	Digitized By	Digitized Date	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Letter from Francis Palm to Henrietta Lauzin, 1861, Dec. 29	Palms, Francis F., 1837-1904.	1861-12-29	1861	letter (10p.)	Francis Palms, Camp Lovell, writes to Henrietta Lauzin, Baton Rouge, inquiring about current events and providing news from his current encampment.  He begins by commenting on Henrietta's involvement in a recent production staged by the Sewing Society, stating 'I am curious to know how my little timid friend Henrietta appeared on the stage'. Following this, he provides details of their Christmas celebration in camp, stating that they 'had a grand camp dinner'.  Shortly after Christmas, Palms writes that he was assigned to a search party for a soldier, Henry Walsh, who was shot by an 'Irishman' upon entering the man's house.  Although Walsh was recovered, Palms relays that he will probably die slowly from his wounds.  Later in the letter, Palms asks 'How many thought of the poor soldier as they chatted merrily around their Christmas fireside?'.  However, he then states 'But why these sad thoughts! We must weather the storm and I might as well brave my heart...'	Francis Palms enlisted as a private within the Confederate Army on May 23, 1861 at Camp Moore, Louisiana.  He was assigned to Co. F, known as the Delta Rifles, which was part of the 4th Louisiana Infantry. Henrietta Lauzin (b.1842) was the daughter of Dr. Jean Lauzin and Leocadie Teetzman and the great-great-granddaughter of Antonio de Gras.	en	text	Palms, Francis F., 1837-1904.; Lauzin, Henrietta, b. 1842.; Louisiana--History--Civil War, 1861-1865.	Gras-Lauzin Family Papers	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/0005m.pdf	U:153 Box 2, Folder 11	Gras-Lauzin Family Papers, Mss. 5, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.																						2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/64	64	65.cpd	/p16313coll8/image/65.cpd
Page 1												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/65	65	66.jp2	/p16313coll8/image/66.jp2
Page 2												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/66	66	67.jp2	/p16313coll8/image/67.jp2
Page 3												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/67	67	68.jp2	/p16313coll8/image/68.jp2
Page 4												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/68	68	69.jp2	/p16313coll8/image/69.jp2
Page 5												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/69	69	70.jp2	/p16313coll8/image/70.jp2
Page 6												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/70	70	71.jp2	/p16313coll8/image/71.jp2
Page 7												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/71	71	72.jp2	/p16313coll8/image/72.jp2
Page 8												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/72	72	73.jp2	/p16313coll8/image/73.jp2
Letter from Francis Palms to Henrietta Lauzin, 1862 Jan. 22	Palms, Francis F., 1837-1904.	1862-01-22	1862	letter (8p.)	Francis Palms, Camp Lovell, writes to Henrietta Lauzin, Baton Rouge, regarding his experiences at camp.  He comments on a recent visit from a mutual friend, Mrs. F.C.C., and explains that he chose yellow stationary for her letter 'because I knew it would please you and I would do anything reasonable to please a good friend, such as you have ever proved yourself to be'.  He states that they will receive a furlough of sixty days beginning in March and remarks they are being offered '$50 if we re-enlist'. He then laments the boredom  and rigors of camp life, describing forced marches through knee-high mud and rain.	Francis Palms (1837-1904) enlisted as a private in the Confederate Army on May 23, 1861, at Camp Moore, Louisiana.  He was assigned to Co. F of the Delta Rifles, which was part of the 4th Louisiana Infantry.  Following the war, he returned to his birthplace of  Detroit, Michigan, where he helped to manage his father's many interests.   Mr. Palms was married three times, and, with his second wife, Miss C.F. Pellerin, had seven children. Henrietta Lauzin (b.1842) was the daughter of Dr. Jean Lauzin and Leocadie Teetzman and the great-great-granddaughter of Antonio de Gras.	en	text	Palms, Francis F., 1837-1904.; Lauzin, Henrietta, b. 1842.; Louisiana--History--Civil War, 1861-1865.	Gras-Lauzin Family Papers	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/0005m.pdf	U:153 Box 2, Folder 11	Gras-Lauzin Family Papers, Mss. 5, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.																						2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/73	73	74.cpd	/p16313coll8/image/74.cpd
Page 1												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/74	74	75.jp2	/p16313coll8/image/75.jp2
Page 2												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/75	75	76.jp2	/p16313coll8/image/76.jp2
Page 3												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/76	76	77.jp2	/p16313coll8/image/77.jp2
Page 4												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/77	77	78.jp2	/p16313coll8/image/78.jp2
Page 5												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/78	78	79.jp2	/p16313coll8/image/79.jp2
Page 6												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/79	79	80.jp2	/p16313coll8/image/80.jp2
Page 7												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/80	80	81.jp2	/p16313coll8/image/81.jp2
Page 8												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/81	81	82.jp2	/p16313coll8/image/82.jp2
Page 9												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/82	82	83.jp2	/p16313coll8/image/83.jp2
Page 10												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/83	83	84.jp2	/p16313coll8/image/84.jp2
Letter from Francis Palms to Henrietta Lauzin, 1862 Jan. 31	Palms, Francis F., 1837-1904.	1862-01-31	1862	letter (10p.)	Francis Palms, Camp Lovell, writes his friend, Henrietta Lauzin, Baton Rouge, teasing her regarding her recent letter to him and commenting on recent events within the camp.  He begins by thanking her for her letters and remarks on a recent letter in which she stated 'I have heard something lately. What would you give to know it?' He replies 'I will give you something I gave you the day we first parted on the 20th May next. Do you remember the something and the occasion?'. Regarding camp events, he comments on the bad news they have recently received, stating 'the papers bring us  discouraging news of that Battalion, for out of 750 men there are not more than 300 fit for duty', before informing her of a recent visit they received from 25 women on their way from Pattersonville, who treated them to a picnic lunch and a dance.	Francis Palms (1837-1904) enlisted as a private in the Confederate Army on May 23, 1861, at Camp Moore, Louisiana.  He was assigned to Co. F of the Delta Rifles, which was part of the 4th Louisiana Infantry.  Following the war, he returned to his birthplace of  Detroit, Michigan, where he helped to manage his father's many interests.   Mr. Palms was married three times, and, with his second wife, Miss C.F. Pellerin, had seven children.  Henrietta Lauzin (b.1842) was the daughter of Dr. Jean Lauzin and Leocadie Teetzman and the great-great-granddaughter of Antonio de Gras.	en	text	Palms, Francis F., 1837-1904.; Lauzin, Henrietta, b. 1842.; Louisiana--History--Civil War, 1861-1865.	Gras-Lauzin Family Papers	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/0005m.pdf	U:153 Box 2, Folder 11	Gras-Lauzin Family Papers, Mss. 5, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.																						2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/84	84	85.cpd	/p16313coll8/image/85.cpd
Page 1												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/85	85	86.jp2	/p16313coll8/image/86.jp2
Page 2												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/86	86	87.jp2	/p16313coll8/image/87.jp2
Page 3												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/87	87	88.jp2	/p16313coll8/image/88.jp2
Page 4												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/88	88	89.jp2	/p16313coll8/image/89.jp2
5b02f1117e_Transcript												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/89	89	90.pdf	/p16313coll8/image/90.pdf
Letter from Amelia Faulkner to Henrietta Lauzin, 1862 Feb. 26	Faulkner, Amelia.	1862-02-26	1862	letter (4p.)	Amelia Faulkner, Faulkland Plantation, writes to Henrietta Lauzin, Baton Rouge, thanking her for her letters and providing her with news regarding the movements of the soldiers.  She states that the Company of a mutual friend, Sam, had with 'four or five other regiments been sent to reinforce Johnson's army at Nashville...'.  She then asks if Mrs. Lauzin has any information regarding mutual acquaintances, including Mr. Hunstock and Mr. Palms.	Henrietta Lauzin (b.1842) was the daughter of Dr. Jean Lauzin and Leocadie Teetzman and the great-great-granddaughter of Antonio de Gras.	en	text	Faulkner, Amelia.; Lauzin, Henrietta, b. 1842.; Louisiana--History--Civil War, 1861-1865.	Gras-Lauzin Family Papers	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/0005m.pdf	U:153 Box 2, Folder 11	Gras-Lauzin Family Papers, Mss. 5, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.																						2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/90	90	91.cpd	/p16313coll8/image/91.cpd
Page 1												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/91	91	92.jp2	/p16313coll8/image/92.jp2
Page 2												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/92	92	93.jp2	/p16313coll8/image/93.jp2
Page 3												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/93	93	94.jp2	/p16313coll8/image/94.jp2
Page 4												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/94	94	95.jp2	/p16313coll8/image/95.jp2
Page 5												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/95	95	96.jp2	/p16313coll8/image/96.jp2
Page 6												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/96	96	97.jp2	/p16313coll8/image/97.jp2
Page 7												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/97	97	98.jp2	/p16313coll8/image/98.jp2
Page 8												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/98	98	99.jp2	/p16313coll8/image/99.jp2
5b02f1118i_Transcript												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/99	99	100.pdf	/p16313coll8/image/100.pdf
Letter from Francis Palms to Henrietta Lauzin, 1862 Mar. 09	Palms, Francis F., 1837-1904.	1862-03-09	1862	letter (8p.)	Francis Palms, Camp Beauregard, Jackson, Tennessee, writes Henrietta Lauzin, Baton Rouge , regarding the movement of his regiment and the conditions of their new location.  He states that although the journey involved a three-day march, the new location is 'hilly and very picturesque and this section is also noted for its beautiful women'.  He also states that the town has been placed under martial law and the soldiers have been designated as 'town police'.  Finally, he thanks Henrietta for the letter and the gloves she sent him before closing.	Francis Palms (1837-1904) enlisted as a private in the Confederate Army on May 23, 1861, at Camp Moore, Louisiana.  He was assigned to Co. F of the Delta Rifles, which was part of the 4th Louisiana Infantry.  Following the war, he returned to his birthplace of  Detroit, Michigan, where he helped to manage his father's many interests.   Mr. Palms was married three times, and, with his second wife, Miss C.F. Pellerin, had seven children. Henrietta Lauzin (b.1842) was the daughter of Dr. Jean Lauzin and Leocadie Teetzman and the great-great-granddaughter of Antonio de Gras.	en	text	Palms, Francis F., 1837-1904.; Lauzin, Henrietta, b. 1842.; Jackson (Tenn.)--History--Civil War, 1861-1865.; Confederate States of America. Army. Louisiana Infantry Regiment, 4th.	Gras-Lauzin Family Papers	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/0005m.pdf	U:153 Box 2, Folder 11	Gras-Lauzin Family Papers, Mss. 5, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.																						2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/100	100	101.cpd	/p16313coll8/image/101.cpd
