Title	Description	Size	Date	Time period	Subject	Provenance continent	Provenance country	Provenance state or other	Associated artifacts	Storage location	File Name	Creator	Contributors	Publisher	Type	Format	Identifier	Language	Relation	Rights	Cataloger	Cataloged Date	Viewer Information	Image Resolution (Archival)	Image Bit-Depth (Archival)	Color Mode (Archival)	Extent (Archival)	Image Manipulation (Archival)	File Size (Archival)	Hardware/Software (Archival)	Digitized By	Digitized Date	Contact and Ordering Information	Repository	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Turkish Female	Female adult, Turkish woman, papier-mache dolls, face covered with fabric, molded and painted features, purple full sized pants, cream color jacket with braid trimming, back of jacket cover the hip and extend to ankle, loosely woven striped apron, sash with beads and sequins, black wig with braids, hair cap with beads and sequins, all, hand and machine-made. Accompanying information describes as a gift of Miss Norris McClellan.	27 cm			Dolls	Asia	Turkey		Woman in blue costume with umbrella, Whirling Dervish dressed in white, Seated musician playing reed instrument, Veiled woman dressed in purple with parasol, Woman with long braids dressed in purple skirt	Box 15																										2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/395	395	396.cpd	/p16313coll9/image/396.cpd
Front																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/396	396	397.jp2	/p16313coll9/image/397.jp2
Left																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/397	397	398.jp2	/p16313coll9/image/398.jp2
Right																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/398	398	399.jp2	/p16313coll9/image/399.jp2
Back																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/399	399	400.jp2	/p16313coll9/image/400.jp2
Venezuelan rag doll	Female adult, 50cm, Venezuelan rag doll, woven stuffed fabric body, embroidered features, blue underwear, golden polka dotted green dirndl skirt, yellow printed cotton blouse with yellow felt collar, beige felt hair covering, gold string necklace, green and red felt arm-bands, handmade. Accompanying information describes as Venezuelan doll, 1985. The doll was hand-made by Mrs. Llorens's mother Mrs. Efigenia Lovera in Caracas and donated to Hill Memorial Library 1985. there is a letter from Mrs. Lloren, it reads the following: 'Dear ladies and gentlemen: I am sending you a hand-made doll. She is from Venezuela. She was hand-made by my mother Mrs. Efigenia Lovera in Caracas 1985. I am a graduate student from LSU. I always liked and admired the doll collection that is exhibited in the Library Building--Baton Rouge. I talked my mother into making a doll similar to the one she used to play with around the 30s, now we want to donate the doll.'	50cm	1985	1980s	Dolls	South America	Venezuela	Caracas		Box 11																										2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/400	400	401.cpd	/p16313coll9/image/401.cpd
Front																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/401	401	402.jp2	/p16313coll9/image/402.jp2
Left																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/402	402	403.jp2	/p16313coll9/image/403.jp2
Back																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/403	403	404.jp2	/p16313coll9/image/404.jp2
Right																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/404	404	405.jp2	/p16313coll9/image/405.jp2
Puerto Rico man 1	Male adult, 12cm, Puerto Rico man, all fabric covered wire doll, embroidered features, light brown pants yellow floral shirt, braided hat, carrying several brooms. One foot stands on wooden piece, bottom of the wooden piece says: 'PUERTO RICO HAYDEE RAMIREZ', hand-made.	12cm			Dolls			Puerto Rico	Puerto Rico man 2, Puerto Rico man 3	Box 13																										2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/405	405	406.cpd	/p16313coll9/image/406.cpd
Front																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/406	406	407.jp2	/p16313coll9/image/407.jp2
Left																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/407	407	408.jp2	/p16313coll9/image/408.jp2
Right																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/408	408	409.jp2	/p16313coll9/image/409.jp2
Back																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/409	409	410.jp2	/p16313coll9/image/410.jp2
Puerto Rico man 2	Male adult, 12cm, Puerto Rico man, all fabric covered wire doll, embroidered features, hand-made.	12cm			Dolls			Puerto Rico	Puerto Rico man 1, Puerto Rico man 3	Box 13																										2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/410	410	411.cpd	/p16313coll9/image/411.cpd
Front																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/411	411	412.jp2	/p16313coll9/image/412.jp2
Left																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/412	412	413.jp2	/p16313coll9/image/413.jp2
Right																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/413	413	414.jp2	/p16313coll9/image/414.jp2
Back																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/414	414	415.jp2	/p16313coll9/image/415.jp2
Puerto Rico man 3	Male adult, 12cm, Puerto Rico man, all fabric covered wire doll, embroidered features, hand-made.	12cm			Dolls			Puerto Rico	Puerto Rico man 1, Puerto Rico man 2	Box 13																										2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/415	415	416.cpd	/p16313coll9/image/416.cpd
