Title	Photographer	Date	Subject	Description	Type	Original Format	Original Size	Collection Number	Digital Collection	Repository Collection	Repository	Digital Reproduction Information	Restrictions	Cite As	Contact and Ordering Information	Item URL	Collection URL	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	Full resolution	CONTENTdm file path
Chuck Berry at Jazz Fest	Donn Young	1982	New Orleans (La.)--Photographs;New Orleans Jazz & Heritage Festival--Photographs;Berry, Chuck--Photographs;Jazz musicians--Photographs;	Chuck Berry performing at Jazz Fest 1982.	Image	Polyester color transparencies	35 mm	494409h101a	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Scanned with a Microtek ScanMaker 1000XL	Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" on the navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-09	2007-05-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/23	23	24.jpg	Volume12\494409h101a.tif	/LSU_DYP/image/24.jpg
Chuck Berry at Jazz Fest	Donn Young	1982	New Orleans (La.)--Photographs;New Orleans Jazz & Heritage Festival--Photographs;Berry, Chuck--Photographs;Jazz musicians--Photographs;	Chuck Berry playing piano at Jazz Fest 1982.	Image	Polyester color transparencies	35 mm	494409h102d	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Scanned with a Microtek ScanMaker 1000XL	Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" on the navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-09	2007-05-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/24	24	25.jpg	Volume12\494409h102d.tif	/LSU_DYP/image/25.jpg
Chuck Berry at Jazz Fest	Donn Young	1982	New Orleans (La.)--Photographs;New Orleans Jazz & Heritage Festival--Photographs;Berry, Chuck--Photographs;Jazz musicians--Photographs;	Chuck Berry Performing at Jazz Fest 1982.	Image	Polyester color transparencies	35 mm	494409h104c	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Scanned with a Microtek ScanMaker 1000XL	Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" on the navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-09	2007-05-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/25	25	26.jpg	Volume12\494409h104c.tif	/LSU_DYP/image/26.jpg
Cascade Stables	Donn Young	unknown	New Orleans (La.)--Photographs;Cascade Stables (New Orleans)--Photographs;Horsemanship--Photographs;Bridges, Stone--Photographs;	Horseback riding at Cascades Stables in New Orleans	Image	Polyester color transparencies	35 mm	494409j0518	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Scanned with a Microtek ScanMaker 1000XL	Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" on the navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-09	2007-05-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/26	26	27.jpg	Volume12\494409j0518.tif	/LSU_DYP/image/27.jpg
Horseback Riding	Donn Young	unknown	New Orleans (La.)--Photographs;Horsemanship--Photographs;Cascade Stables (New Orleans)--Photographs;	A young boy wearing cowboy attire riding a horse	Image	Polyester color transparencies	35 mm	494409j0953	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Scanned with a Microtek ScanMaker 1000XL	Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" on the navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-09	2007-05-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/27	27	28.jpg	Volume12\494409j0953.tif	/LSU_DYP/image/28.jpg
Entergy Workers and Facilities	Donn Young	unknown	New Orleans (La.)--Photographs;Entergy Corporation--Photographs;Entergy Corporation--Employees--Photographs;	Three unknown men in hardhats outside an Entergy facility.	Image	Polyester color negatives	35 mm	49441000934	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Scanned with a Microtek ScanMaker 1000XL	Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" on the navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-09	2007-05-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/28	28	29.jpg	Volume12\49441000934.tif	/LSU_DYP/image/29.jpg
Aaron Neville performance at Super Bowl XXIV	Donn Young	unknown	New Orleans (La.)--Photographs; Neville, Aaron, 1941---Photographs; Super Bowl--Photographs; Musical performance--Photographs;	Performance by Aaron Neville at the Super Bowl.	Image	Polyester black-and-white negatives	35 mm	49441016831a	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Scanned with a Microtek ScanMaker 1000XL	Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" on the navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-09	2007-05-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/29	29	30.jpg	Volume12\49441016831a.tif	/LSU_DYP/image/30.jpg
Aaron Neville performance at Super Bowl XXIV	Donn Young	unknown	New Orleans (La.)--Photographs; Neville, Aaron, 1941---Photographs; Super Bowl--Photographs; Musical performance--Photographs;	Performance by Aaron Neville at the Super Bowl.	Image	Polyester black-and-white negatives	35 mm	49441016832a	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Scanned with a Microtek ScanMaker 1000XL	Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" on the navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-09	2007-05-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/30	30	31.jpg	Volume12\49441016832a.tif	/LSU_DYP/image/31.jpg
Aaron Neville performance at Super Bowl XXIV	Donn Young	unknown	New Orleans (La.)--Photographs; Neville, Aaron, 1941---Photographs; Super Bowl--Photographs; Musical performance--Photographs;	Performance by Aaron Neville at the Super Bowl.	Image	Polyester black-and-white negatives	35 mm	49441016833a	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Scanned with a Microtek ScanMaker 1000XL	Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" on the navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-09	2007-05-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/31	31	32.jpg	Volume12\49441016833a.tif	/LSU_DYP/image/32.jpg
Super Bowl XXIV	Donn Young	1990	New Orleans (La.)--Photographs;Super Bowl--Photographs;Denver Broncos (Football team)--Photographs;San Francisco 49ers (Football team)--Photographs;Super Bowl (24th: 1990: New Orleans, La.)--Photographs;Superdome (New Orleans, La.)--Photographs	View of people holding flags on a football field.	Image	Polyester color negatives	35 mm	49441019736a	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Scanned with a Microtek ScanMaker 1000XL	Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" on the navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-09	2008-03-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/32	32	33.jpg	Volume12\49441019736a.tif	/LSU_DYP/image/33.jpg
Ronald Reagan	Donn Young	unknown	New Orleans (La.)--Photographs;Reagan, Ronald--Photographs;Speeches, addresses, etc.--Photographs;	Speech by President Ronald Reagan.	Image	Polyester color negatives	35 mm	49441024021a	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Scanned with a Microtek ScanMaker 1000XL	Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" on the navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-09	2007-05-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/33	33	34.jpg	Volume12\49441024021a.tif	/LSU_DYP/image/34.jpg
Fats Domino Performance	Donn Young	unknown	New Orleans (La.)--Photographs;Domino, Fats, 1928---Photographs;Musical performance--Photographs;	Performance by Fats Domino at Super Bowl.	Image	Polyester color transparencies	35 mm	49441026536	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Scanned with a Microtek ScanMaker 1000XL	Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" on the navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-09	2007-05-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/34	34	35.jpg	Volume12\49441026536.tif	/LSU_DYP/image/35.jpg
Pope John Paul II	Donn Young	unknown	New Orleans (La.)--Photographs;Papal visits--Louisiana--New Orleans--Photographs;John Paul II, Pope, 1920-2005--Photographs;	September 1987 Visit to New Orleans, Pope John Paul II greeting crowd.	Image	Polyester color negatives	35 mm	494410h0110	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Scanned with a Microtek ScanMaker 1000XL	Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" on the navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-09	2007-05-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/35	35	36.jpg	Volume13\494410h0110.tif	/LSU_DYP/image/36.jpg
Pope John Paul II	Donn Young	1987 September	New Orleans (La.)--Photographs;Papal visits--Louisiana--New Orleans--Photographs;John Paul II, Pope, 1920-2005--Photographs;	September 1987 Visit to New Orleans, Pope John Paul II greeting crowd.	Image	Polyester color negatives	35 mm	494410h0111	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Scanned with a Microtek ScanMaker 1000XL	Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" on the navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-09	2007-05-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/36	36	37.jpg	Volume13\494410h0111.tif	/LSU_DYP/image/37.jpg
